4600717322	7b60a	দ্বিতীয় অধ্যায়
46009e7d09	53396	যেহেতু বিদেশি সংস্কৃতির অংশ তাই
4600aec755	d3e06	প্রধানমন্ত্রী বঙ্গবন্ধু শেখ মুজিবুর রহমানের
4600b38d50	b2a62	কিন্তু নিখোঁজ সুব্রত রায়কে
46012b9426	1652d	বিজিএমইএ বা ক্রেতা প্রতিষ্ঠানগুলো
4601821411	3d17c	সরকার নির্ধারিত দামের চেয়ে
460184807c	52578	কয়েকজনের মৃত্যুদণ্ড হয়েছে
4601966c15	d41be	গ্রিজ করা ট্রেতে
460224eb53	7b103	তুমি আমার জীবন
46027f24c5	f837a	অনেক ছাত্রনেতাকে
4602914ce1	ad050	প্রতিভাবানের একমাত্র ধর্ম নয়
4602c44f08	03284	আমাদের এই সৌরজগতের অবস্থান
4602d98495	46da4	ডোমেস্টিক ভায়োলেন্স নিয়ে
460377d950	9fa90	মৃত্যু হবে দু’জনেরই
46039d5ba8	11de3	ফুয়াদ আল মুক্তাদির
460417328a	698a4	ছটকু চল
460448879d	e6d83	মহান আল্লাহর অনুগ্রহ নিয়ে
4604598bb8	315e9	প্রাথমিক ও গণশিক্ষা মন্ত্রণালয়
4604a1838b	f658d	প্রোডিউসার এবং হেড অব প্রোগ্রামদের
4604c22c82	f837a	অবতীর্ণ হয়েছিলেন
4605100ec0	0a7a0	পরিচয় করিয়ে দিলেন
46052e8aeb	a06a1	ঝিনাইদহ কোটচাঁদপুর উপজেলার
460567d701	d2294	পূর্বঘোষিত পতাকা মিছিল করে
4605d73dc6	717bb	বন্ধ করে দিলে
4605fd5354	31f2a	একুশে টিভি
4606084ff1	2ac82	হাসপাতালে দুদিন থাকার পর
46067e638b	8cf95	মৌ আপার সঙ্গে
46069bc370	b8bdd	গণভোট দেয়া উচিৎ
46076af8b8	536d9	কয়েক কোটি হিন্দু পুণ্যার্থী
460777f27a	c749e	শেয়ার দিস উইথ মি
460784708e	b2a62	শুক্রবার থেকে যমুনা ছাড়া
4607954409	35ef3	বৃদ্ধাশ্রম
4607a60fe9	5dd61	নাজিব এ বিবৃতি দেন
46080e5928	4bd2c	সার্ত্রের চেয়েও এগিয়ে
46084d5bd0	95f83	করা না হলে
4608720145	80505	মানববন্ধনকারীরা বলেন
46088f1300	c7705	যতবার চোখ বুজি
4608cc26b5	b618b	আমি প্রধানমন্ত্রীকে অনুরোধ করবো
4608d4442c	29089	তোমাকে দিলাম না
460947db3f	b8fe1	কাবুলিওয়ালা রহমতের ভূমিকায়
46094f8272	c11b1	মহিলাদেরকে ইসলাম
4609ff2434	f2097	চিহ্নিত করেন
460a373466	eaa7a	চলবে না
460a64cac6	0b7ca	মরদেহ নেয়া হবে
460ad3a9d7	f89d7	সংসদ ভেঙে
460b00660e	5dd61	সকলেই লোকের চিত্ত নিবিষ্ট
460b21ab45	80e98	৭০১ কোটি ডলার
460b53d501	16877	ফোড়া
460b65ba8d	37d7e	দেখা করবেন তিনি
460b9713c0	b8bba	পালিত হয়ে থাকে
460bde5209	1f733	১৯৮৮ সালের ঘটনা
460c08b33a	6b437	তিনি সুন্দরী
460c0f05ea	f0f95	শুরু করে সেন্টিমিটার পর্যন্ত
460c3b0325	b7be9	আই ফিল লাইক হুইপ ইয়োর
460c3b4132	ee852	তাড়িয়ে দেয়ার ঘোষণা দিয়েছেন
460c81f891	3fae0	প্রাথমিক কোন আলোচনা
460cb3ed99	15a75	তাতো নয়
460cdd0711	95907	সেই আগুনের তামাশা দেখতে
460da85738	0a7a0	আশঙ্কাজনক অবস্থায় তাকে
460db15b0f	dfefa	গ্রেপ্তার সুজা
460dfc29cd	eecdd	জয়ী হয়ে দেশের ক্ষমতায় আসেন
460e88fd35	61820	এমন পর্যায়ে পৌঁছেছে যে
460e8cea50	31f09	চাবি মনে করছে
460ec5dc1b	698ff	একটি ব্যানার নিয়ে
460ee39908	52578	সেই আলাপচারিতায়
460f61b0bb	7ee9b	দুনিয়ার মাটির মত
4610207165	bbb22	পল্টনের খোলা ময়দান
46104aba01	31f09	হারায় মানিকগঞ্জকে
46111fa2b1	68ab7	ও আধুনিকীকরণের জন্য
4611e61dc9	64092	সেটিকে আরো গোছানো উচিত
46120e1e32	2f547	পুলিশ ঘটনাস্থলে গিয়ে
4612465bcf	d2294	যা পারেননি
46126257cd	2d98b	জনৈক মনির হোসেন আকন
461271ce29	e7230	নির্দিষ্ট ব্যাংকে
46127b3f8a	e6d83	নিজের মধ্যে
46128fbbe0	73629	তখন বিকেল ৩টা।
4612cefafe	9d46f	তুরস্কে খনিগুলো
46135b6dfb	c2082	দাবি তোলেন
46135c6bdc	ca831	৯১০ জন ছাত্র
4613b47dae	9065c	জানালায় উঁকি দিয়ে
4613feab67	c5dc8	এটাই তবে সাংবিধানিক
46141925bc	dec2d	বড়রা যা দেন
4614624784	0606d	অন্য দু জন বন্দুকধারী
4614d5d86b	9092b	এ নিয়ে শাহনাজ পারভীনের
461517f53c	cb842	আর বেগম রোকেয়া বিশ্ববিদ্যালয়
4616f757cc	dba43	বিছানায় কিছুক্ষণ
4617b824d9	5dec6	চীন একাধিকবার
4617d042ac	29bab	হানিফের স্ত্র
4617d6bf3b	54e68	এবং সবচেয়ে
4618615f37	49d63	বনাম সময় লেখকেই
46186f02e6	ca088	মামলাটিই প্রত্যাহারের সিদ্ধান্ত নিয়েছে
461964c8d2	e68af	জাম ফল
4619d35878	6e8cb	আরেকটি ট্রেনের ধাক্কায়
4619f55ae9	f0f95	এসে বসবাস শুরু করে
461ad411a7	60b9d	সন্ত্রাসীদের ভিত কেঁপে ওঠে
461b41cd68	dafb6	ডাকাতি করিতে গিয়া
461b5bba76	7b132	সত্যিই যদি
461b5ff617	1e7c7	কাজ চলছে
461b69a784	c463d	বিয়ে হওয়া স্ত্রীর
461b9a7678	fb4cb	তাহা ছাড়িয়া, সমাজ সংস্করণকে
461cdef90f	4a67e	অন্যভাবে শুনেছি
461d4ec73c	0d9f1	আসীন হয়েছেন
461d5338ef	ee7b2	হামলায় কেউ আহত হননি
461d5d0395	8143b	সংগ্রহশালার প্রচলন করতে চায়
461d7aad26	7e1d5	মোবাইল ব্যাংকিংয়ের মাধ্যমে
461f016c66	8632b	পাঁচটি প্রকল্প দ্রুত বাস্তবায়নের জন্য
461f4cbd35	a0277	কর্তব্যরত নির্বাহী ম্যাজিষ্ট্রেট
461f60b9ab	77f82	ব্যাংককের রাস্তায় জড়ো হওয়া
461f74122e	4c1eb	অন্য কোন দেশেই নয়
461f949a2b	efc0d	এটি এখন এক-তৃতীয়াংশে
461fe64b9b	65652	ময়নামতি গোপীচন্দ্রের
46204f7768	71522	ছোট ছোট স্টলে
462069707c	7d3e1	শ্রোতাদের উপহার দিয়েছেন
4620a14b53	351dd	উচ্চবিত্তের মাঝেই দিবসটি
4620f3e3cb	2de86	আলোচনা করতাম
4620f8abdf	b8bba	কোনো বক্তব্য পাওয়া যায়নি
4622003d23	06527	শুক্রবার এই দুই তারকার
462236f251	9813c	সঙ্গে তুলনা করেছে, পড়োনি
4622408abc	e55de	ঘটনাকে নিয়ে
462248b89a	4c1eb	এখন প্রতি কেজি
4622552c35	d136b	এটা শনাক্ত করার জন্য
46227152c0	c9c19	দ্বিতীয় ইস্ট বেঙ্গল রেজিমেন্টকে
4622d1afec	9e923	বিভিন্ন ঘরানার পাশাপাশি
4623a62c37	80be1	অধিকক্ষণ ঘুরিতে হইল না
4623a7dd8b	e6203	যা ২০১০ সালে
4623c7aab2	31f09	উত্তরকালের এই পরিস্থিতিটি
4623c7dc77	d2294	শেষ করে রায়ের জন্য
46242a8610	7027a	তাঁদের সম্পর্ক ছিল
46248a7bd7	6e6fa	কুড়িয়ে পাওয়া
46252375f0	b2a62	প্রতিটি দল লইয়া
462546013f	ab946	তুলে আনেন তিনি
4625654046	0696e	সর্বকালের সেরা ফুটবলারদের মধ্যেও
46257dd576	ab946	বাংলাদেশের জন্য
4625954b56	ff1c3	ক্রিকেটে এশিয়া সেরা
462598f014	aabe7	একটি মামলা চলমান থাকায়
4625f38eda	0a7a0	ডিবির দাবি আটকরা
462601da4c	b8bdd	পোকা ধরতে পারে
462613485b	49543	ধর্মীয় ঐতিহ্যের ব্যাপারে
4626475a90	cfc65	অ্যাংকারিজ থেকে
4626ffa995	bdd05	গণশুনানি করবে বলে জানা গেছে
4627691bff	29089	ব্রিটিশ প্রধানমন্ত্রী
4627971f34	4237e	সমাবেশে বক্তারা অভিযোগ করেন
462802e908	f6e55	কিছুটা পেছিয়ে দেওয়া হয়েছিল
462887f506	e6203	যা পরে জনগণের
4628ddc3f8	5d80e	প্রথম দুই মাসে তা
4628f5fc72	f29bf	ভালো কিছু বই উপহার
46296e5a73	e6752	গেঁতু হাতে বটি নিয়ে
46298f0531	dfefa	ওকে ঠায় দাঁড় করিয়ে রাখলাম
4629f04d2f	7f71c	ফিরিয়ে দিয়েছে স্থানীয়রা
462a6110e9	4bd2c	স্টামফোর্ড বিশ্ববিদ্যালয়
462a7dd96d	16e96	টিআরপি নামের সাথে
462abbc484	39293	বাংলাদেশে মাতৃস্বাস্থ্য পরিস্থিতির
462abcd7e5	b8bba	টিকিয়ে রাখার জন্য
