f10033e0cb	0edef	উল্লেখ করলেন
f10052f31d	b9b98	মোঘল হেরেমের দুনিয়া কাঁপানো প্রেম
f1006c6999	4164f	অজিত দত্তের লেখা
f10093dc14	bc81e	কি একটা শব্দ হচ্ছে
f100a2f020	a9a58	প্রভাবশালী কিছু দেশের
f100be6bbb	6dff5	কুয়ালালামপুরের কাছেই
f100fbae7b	14816	মজিদা সরকারি প্রাথমিক বিদ্যালয়ে
f101348c7c	0f047	আতঙ্ক দূর হয়নি
f101d149f9	3fae0	এই অনুমোদন চান
f101dceaee	d7a68	প্রাকৃতিক শক্তির সহিত
f102115ee4	8edea	পল্টন থানার উপপরিদর্শক
f102323177	a06a1	দেশের নাগরিক হিসেবে
f1029df9b5	dfefa	বলে উল্লেখ করেছেন
f102b00763	d9081	৪৪তম স্বাধীনতা
f102d0db0b	9351a	তখন নাটাই
f102f96e5b	0d8c1	অ্যালার্জির উপশম
f103418649	ce775	ভাড়াটিয়া কিলার হিসেবে
f103a0aff0	65e30	নেইমার আর লিওনেল মেসিদের মতো
f103c578eb	14816	রকমারি শাক-সবজি
f104362969	06e62	বোতল বাতি
f1046e5064	88654	রুস্তম মঙ্গলবার সকালের
f10497d6ae	95907	এমনকি তার ঘনিষ্ঠ কয়েকজন বন্ধুকে
f1049e9c8a	698a4	ফরমিক এসিডের
f104ed36e0	4fc91	পরিকল্পনা করে
f1052a3f35	65e30	সেটি সরাতে
f10586b85a	7aed9	ভালো তো আমি বাসিই
f105dc4a18	adf01	সন্দিহান হয়ে ওঠে শেষে
f105f55609	76329	উধাও বোয়িং বিমানটির ২৩৯ জন যাত্রীর স্বজনদের দীর্ঘ অপেক্ষা ক্রমশই অসহনীয় হয়ে উঠছে।
f1063e0a2b	ced74	সংবাদ পাঠান
f10680c29f	13b70	রোববার সকাল ৯টায়
f106a26dad	7c272	কবিতে আত্মীকৃত করে নিল
f106d2589a	7c272	এরপর কার্ডের
f10776ad52	d9817	আখাউড়ার থানার উপপরিদর্শক
f10787a111	1f733	মুসা আল খারিজমীর নাম থেকে
f107a76fd3	0b7ca	দিবসের প্রয়োজন নেই
f107ea42cf	e754e	১৭তম মিনিটেই
f108355ed8	9f25e	তার পতন হয়
f1083a1b77	c11b1	প্রতিষ্ঠানটির নাম অমনি পাওয়ার
f108e3d51c	c7705	সম্প্রতি কারখানা দুটি
f109265204	ee7b2	ফুলবাহারি এখন কারও বাড়িতে
f1093f7103	4a918	মিল নেই রাজনৈতিক এজেন্ডাতেও
f10a1459f0	29bab	এসব খবর
f10a2c4273	0895a	প্রায় এক লক্ষ ৩৫ হাজার সদস্যের মধ্যে
f10a8d2e6a	95907	সাড়া পাবেন
f10bce9e0f	efc0d	নিক্ষিপ্ত হওয়ার ঝুঁকি নিয়েছি বটে
f10bfade51	d1b12	সাবধান করে দিয়েছিলেন
f10c23078e	09f0d	বাজার সহায়তা
f10c872ba1	ec91c	কিছু লোককে ফাঁসিয়ে
f10ca5446b	7b60a	সাত খুন মাফ সেদিন
f10cb3b0ad	e9759	ভালরকম জানত না
f10ce41c20	11bd2	উত্তরা থেকে মতিঝিল রুটে
f10ce46979	93d3b	বরিশাল
f10d0ec7c2	66c6b	আমাদের ইলেকট্রনিক মিডিয়াগুলো
f10d1a0271	c2082	হলি ফ্যামিলি হাসপাতালে
f10d1b68b8	e31e7	যখন ভোটযুদ্ধের
f10de08949	ee852	লড়াই বেধে যায়
f10ebd5536	ff1c3	নারীবাদীরা বলেন
f10ec4602d	15a75	ওই ফোন থেকে
f10ec5e888	ad050	তার বদলে সমস্যাটাকে
f10ee73370	23b22	তার জন্ম বরিশালে
f10f942d7a	7a227	৪শ থেকে ৮শ টাকায়
f10ff3c031	4c555	ভয়ঙ্কর ক্ষণিক,-তুমি আমি ক্ষণিক
f1102d56a4	2f547	বলা হয় তাঁকে
f110882049	0744c	পুরো অঞ্চলকেই
f110980829	60f77	অন্যতম সম্পাদক
f110a5d5d1	14d25	তাই সেটা তদন্ত করার
f110b1e1f2	554fe	মেক্সিকানদের জয়সূচক
f110c7056c	f9dfb	রায় কার্যকরে
f11139ccc5	80be1	ব্যবহারিক জীবনের প্রতিটি ক্ষেত্রে
f111906496	adf01	বাংলাদেশ ক্রিকেট বোর্ড বা বিসিবি বলছে টেস্ট খেলা নিয়ে বাংলাদেশের আপাতত আর কোন শঙ্কা নেই।
f111929260	47e8d	ধর্ষণের শাস্তি মৃত্যুদণ্ড
f111cc48b5	d2faf	ফেলিয়া আসিয়াছি
f11240ee2f	903fa	স্বক্ষেত্রে অবগত হইয়াছিলেন
f11296587c	3c897	৯ টাকা থেকে
f1129b5d8f	3fce2	কোন রাখঢাক নেই
f11351cd66	32c77	নরসিংদী জেলা
f113aa9e15	3bb15	তজ্জন্য বিশেষ ঋণী
f1141bbfb2	b8ed8	আমার মা রোজার দিন
f11457af10	c6848	জাতিসংঘের কয়েকটি সদস্য দেশের প্রতিনিধি
f1146b43e7	0c39f	তবে কেন
f11492b059	cb842	গ্যাস সংযোগ কি নির্বাচনকে
f114a754ef	4237e	আমি গৌরব অনুভব করি
f1159d2c43	9fa90	বিপ্লবীরা ছিলেন এই শহরে
f115d2a778	c41d8	ধারাবাহিকতা রক্ষা হচ্ছে
f11657c8a8	59c73	এক পাও নড়ে না আমার
f116646092	321b6	এই রায় দিয়েছে
f11676ff9e	bbb22	জানার মধ্যে কোনো
f1175a2901	88654	অবস্থানের ঘোষণা দেন
f1176821fc	ced74	বন্ধ করতে না পেরে
f117794535	91dff	প্রথমবারের মতো ডাক পেয়েছেন
f117e2b036	a1201	এই তিন শ্রেণীর দেবতার
f11840242a	4c555	যা নিয়ে তাঁদের রয়েছে
f11908ca64	a46e2	গুরুতর আহত শামছুলহক
f11946bc51	f2780	অনুরূপভাবে
f11988a585	32998	চোখ ফেরান
f1198b3b62	6973e	বড় ম্যাচ বলতে
f119924432	a916a	টাকা আয়
f119ed0728	bd576	বিষ নজর রয়েছে
f11a01b987	410fa	কর্নেল ইবনে ফজল
f11a3da420	baa02	সরকারের উচিত ছিল
f11b0e3ec8	b9122	কিন্তু ঐখানে সকল কথা
f11b6f30ce	860f4	ব্রেসিয়ার
f11bb8d8d1	cc9fd	এক প্রকার হরমোন
f11bcc605e	cf82a	একেবারে সামনের কাতারে
f11c102783	38d3a	সম্পাদনের মাধ্যমে
f11c3cd555	cc18a	ব্যালট পেপার পৌঁছে গেছে বলেও
f11cb29851	ee886	ছোট ছোট গাছপালা
f11d5bdfd1	2695f	ব্যাংক ঋণে সুদের হারের ব্যাপ্তি
f11d776811	0f047	এদিকে, গ্রামের হাটগুলো
f11dc12d91	15a75	ছিনতাইয়ের শিকার
f11e0487f0	a1d4a	এই সময় কালেই
f11e4c642b	7b132	র‍্যাব বলছে
f11e6a9568	ff1c3	অভাব বলে
f11e7c63e2	4a67e	চাণক্য
f11ec33578	f2097	তাহা পরে বলিতেছি
f11efdc8c3	68ab7	মর্গে পাঠিয়েছে
f11f55e270	68ab7	এখানে এসে
f11f5bb766	d1a48	ছন্দমালা
f11f78fa3a	38d3a	এখন বড় বড় শহরের মানুষও
f11fa67ddb	932bb	মেডিক্যাল কলেজ ও হাসপাতাল
f11fc9be9d	ec91c	ভবিষ্যতে বাংলাদেশকে
f120397219	616ec	পত্রিকার খবরে এসেছে
f120d5120d	2909b	একই দিনে বিক্ষোভ করেছে
f120feab34	73629	হিপনোটিজম
f12125747e	c41d8	আবদুর রাজ্জাক জানান
f12178893f	9c8dd	এবং তিনি আটক নেতাকর্মীদের
f1219b1073	23291	ইউরোপীয় পার্লামেন্ট
f121e0d44e	8c07c	এই কাণ্ড ও মর্মজ্ঞান
