8600199de7	68ab7	কোনো প্রতিবাদ করে না
8600202b73	ad050	রাজা বারবার আঙ্গুল দিয়ে
8600255332	2aecc	আমার উত্তর ছিল
860074ff90	f2097	সমৃদ্ধ হবে
86008221fa	4e900	নিশ্চয়তা না থাকায়
8600ae859b	9092b	যুক্ত থাকেন
8600e94443	3fc9d	দশম সংসদ নির্বাচন
86011777f7	fbb81	কোন উপকার পাইবে
86019feb5e	91230	বসতি স্থাপন করে
8601b2fdc7	d2355	নোংরা গল্প
86023112bd	6973e	প্রকৌশল বিদ্যায়
86029b70bb	f2780	একজন ভারতীয় ঔপন্যাসিক
86029d3c74	f280a	অনুপ চেটিয়া ১৯৯৮সাল থেকে বাংলাদেশের কারাগারে রয়েছেন।
8602c4c3ac	520fb	নার্গিস ফাকরি, হুমা কুরেশি
860358802c	16cfb	ফ্রান্সের রিডার্চ গাসকুকে
8603919d0a	d2faf	গ্রন্থমেলার মূলমঞ্চে অনুষ্ঠিত হয়
8603ec2733	d2d71	মনুষ্যত্ব নাই
8603efdfb0	ac0df	কোন শ্রমিককে তারা
86041e6a69	8a46d	এই কথাগুলি বলিবার তাৎপর্য
8604a61c43	577fa	এ দিন উপলক্ষে
86053df04f	7297e	জোগাড় করেছেন
8605e2d51a	e03fc	এদিকে বরাবরই দলটি
8606019127	11de3	বোটানিক্যাল গার্ডেনে এসেছ
86061ca702	f143a	রপ্ত করেছি
8606356c55	06736	ইতিহাসে ‘স্বর্ণযুগ’ হয়ে থাকবে
86069e364e	75f18	রফিকুল ইসলাম জানালেন
8606a84460	ac904	এই খেলনা বাঘটি হয়তো
8606d7552c	e9589	সম্পাদনের মাধ্যমে
860731b04b	0edef	সহিংসতা রোধে
86074c8566	ab946	ওয়াটসনকে ‘সহকারী’ না বলে
86077cc8f4	93d3b	তাহারা খাঁটী জিনিস দেখায় না
86078f1600	321b6	সংঘটিত হয়েছিল
8607ea1b59	95907	যাঁহাতক এই খবর বেরোনো
8608ac57bd	4bd2c	শারীরিক ভর সূচক
8608b2a7c3	75626	রয়েছে বলে জানা গেছে
8608b4212a	ced74	রিটের প্রেক্ষিতে
8608c54861	c0965	অবাধ নিরপেক্ষ নির্বাচনের ব্যাপারটা
8608e0bfb7	c5dc8	দক্ষ প্রজাপতির কন্যা
86091469f7	d711f	এ মামলার
86092ce885	e6752	আয় উপার্জনের
86095f256c	0a7a0	তাও আমার স্পষ্ট মনে আছে
8609e38aad	bcaa8	সমাধির ওপরের মার্বেল পাথরের গম্বুজই এর সবচেয়ে আকর্ষণীয় অংশ।
860a115598	4c1eb	এই রঙ আসে
860a17bf7f	85430	তারা সবাই
860a20b001	d82d9	খালি জায়গাটি এখন
860a57eb87	2b883	বাস্তবতার নিরিখে
860a8bccd4	24f73	সেনাবাহিনীর জন্য
860b25e325	0606d	শতাধিক লোকের মৃত্যু হয়েছে
860b8f764b	17dcd	এশীয় উন্নয়ন ব্যাংক বা এডিবি
