1a00a73d84	3faff	গোলমালে যোগ দিল
1a00ee7458	43fc0	লিগে তিন ম্যাচে
1a011532eb	0d4cb	বর্ণপ্রথাজনিত কারণে সৃষ্ট সমস্যা
1a01157221	b2a62	জন্ম ১০ জুলাই, ১৯২৮ থেকে
1a01211d21	ee852	বঙ্গোপসাগরের উত্তর-পূর্ব দিকে
1a01c07af3	46da4	বেজে যায় পাথরের ধাতব রাগিনী
1a01fd22a9	430b2	উচ্চ রেমিট্যান্স
1a022809a1	14816	শাস্তি হচ্ছে প্রাণদণ্ড
1a02573acb	ca831	মাধবসেনা, যজ্ঞসেনার মধ্যে
1a025a15a5	ca088	ভেবে ভেবে যে
1a026c79cd	f0f95	কেউ বলেছে খাই
1a0275c42b	69d9a	খেলোয়াড়ও আছে
1a027d017e	2d78f	ডাক পাচ্ছেন না
1a03ab9a68	153c9	পালিত শিশুদের
1a043bc2f5	404ee	হোমস্ এইবার অবসর নিতে চলেছেন
1a04775ed0	0c39f	তিনি ভারতের
1a04db6e3f	29bab	শশা রান্না ছাড়াই
1a04e0e511	2aecc	সন্ধ্যা সোয়া ৬টায়
1a063420e0	23291	জনগণের জন্য
1a064ab11d	dafb6	ভূষিত করা হয়
1a06c7ef97	7f2ef	কিংসলের চরিত্রে
1a07212cb5	4486f	তাৎক্ষণিকভাবে একটা হইচই
1a0821b25a	1e7c6	সবার আগেই উচ্চারিত হবে
1a0829ee9b	4c1eb	যুদ্ধক্ষেত্রের বাইরে মুক্তির গান গেয়ে বেরিয়েছেন লুবনা মরিয়ম, নাশিদ কামালসহ আরও অনেকে।
1a08551e52	3fc9d	সামনে বিশ্বকাপ ফুটবল
1a0896a3d2	ca831	এই স্টেশনে
1a08b8ba9d	25696	ধারণা পুলিশের
1a08ef6799	11bd2	চাই
1a0949d117	2695f	চীনে, অক্ষরটি পরে
1a09a6a5f2	cfc65	আগে মাথাটা বের করে
1a09ca06b6	8a46d	সে যখন হাঁটতে শিখে
1a0a3054c3	37d7e	ববিতা ও আলীরাজ
1a0a5f75ff	65652	দেয়া হয়নি
1a0a7a6d0c	dec2d	আনসার
1a0bac8329	37e17	কিউট
1a0cc2ff87	f2780	তাঁর কারাবাস
1a0cce9da6	77f82	দলের নির্দেশ মেনে
1a0cea8cf2	bcaa8	খুব সৌভাগ্যক্রমে
1a0d1384bd	69d9a	প্রতিষ্ঠা
1a0d66c40a	7aed9	বেশি আকর্ষণবোধ করে
1a0d7b0b02	28dfc	মাতার নিকট
1a0d808829	d711f	ওয়ার ক্যাবিনেটের যেকোনো সভায়
1a0e3a4f34	33814	তারা হলেন
1a0e5fecd0	c173f	উদ্ধার করে পুলিশ
1a0e6500cd	5639c	এবং জাতিসংঘ
1a0f3a3c28	c0965	কুরু নামে একজন
1a0fac13fe	b7be9	গ্রেপ্তার করে পুলিশ
1a10227a44	e6d83	জান তৈরির বাঁশের মাচা
1a103225c8	1652d	১৪ দিন সময় দেয়া হবে
1a10920605	d9ba9	ভর্তি করা হয়েছে
1a11435271	4a67e	ইবুক
1a117f795f	15a75	বরবটি ১ কাপ
1a122ed19f	d711f	বিষয়ীর এই প্রকৃত আদর্শ
1a12632bf3	dfefa	সবচেয়ে ভয়াবহ দুর্ঘটনা বলে
1a13376474	b618b	রংপুর বিভাগীয় কমিশনার
1a1368ef63	18460	আমি প্রস্তুত করে রেখেছি
1a13a635d2	37d7e	টেলিভিশন দেখার সময়
1a13e7f67a	e9fa7	নিখিলনাথ রায়
1a14c8edb3	bbb22	সঙ্গে সঙ্গেই
1a14ca9d70	8845d	এক অধ্যায়ের দেবতার
1a14fb8d1d	69d9a	যেখানে নিয়মিত অভিনয় করছেন তিনি
1a158f688d	5cb47	তানজানিয়া ভ্রমণ করেন
1a15d65acd	0606d	যথেষ্ট মনোযোগী ছিলেন তিনি
1a164828c1	9282d	দেড়বছর বয়সী মেয়ে রুপা
1a168de2c6	d1b12	এ কথাটি মাথায় রেখেই
1a168f9f42	ce180	সোনাগাছি কলকাতা
1a173916c8	7e191	১৮৭৫ সালে
1a173e3706	8a46d	নৌকাওয়ালা ওপারে বসিয়া
1a175c4c69	68ab7	কিন্তু গোড়ার দিকে
1a17a94df0	2ee04	কিন্তু তা সত্বেও
1a17b32b31	8edea	অত্যন্ত ঝুঁকিপূর্ণ ছিল
1a180b5b47	ce775	প্রেমিকের খোলশ থেকে
1a186d7827	72649	খালাস করা অস্ত্র
1a18b2e477	9d46f	১২২টি গাড
1a18bf5931	da6f0	রোমানার বাবা তাকে
1a18e3961f	0744c	উপভাষাটিকে সরকারী ভাষা
1a198c270f	6b437	অনেকের কাছ থেকে
1a19d5ec82	13b70	চালক বশিরুলকে উদ্ধার করে
1a1afe513f	d5213	কলা চাষ
1a1b37523e	ff970	আলিঙ্গনের দরকার কি
1a1b53e0a7	7b900	ডিম্বানু
1a1bf06ca3	06736	সহনীয় করে তোলার প্রকৃষ্টতম
1a1c1f672e	0606d	এটি হতেই পারে না
1a1c413ee3	e8dde	দেশের সাময়িক পত্রিকাগুলো
1a1ca2c07a	aabe7	কর্মক্ষেত্রে তাড়াহুড়ো
1a1ccfd299	b8bdd	সামান্য দূরে বসে থাকা
1a1d47c6b4	57d54	মামলাটি
1a1d540e77	22096	পাকিস্তানি পশুরা
1a1d5b93fc	590d0	হোমস্ তামাকসেবী ছিলেন
1a1d97e3a3	66b3c	আনহেল ডি মারিয়ার পাস থেকে
1a1d9eb497	8143b	তথা মাছ সংরক্ষণ করার
1a1e1ff378	153c9	এই উইঙ্গারের
1a1e3e2841	b52ab	পারোনি বলে
1a1e533730	b8bf0	পরিবেশন করেছেন আকবর হোসেন
1a1e7fc0a9	c9c19	যোগাযোগ করে
