f90012c92a	f143a	ডিম, দুধ ইত্যাদি
f90022613c	8cf95	শিল্পের স্বার্থে শ্রমিক-মালিক উভয়পক্ষের কথা মাথায় রেখেই নতুন শ্রম আইনে ট্রেড ইউনিয়নের বিধান রাখা হয়েছে।
f9007c7961	17ca1	তারা সরবরাহ করতে
f900b6c24c	31f09	নীল নদের উৎস অঞ্চলে
f900d8de77	ff970	দ্রুত ব্যবস্থা গ্রহণ করা হবে
f900e9fa86	f7a7f	আরেকজন যুবক
f90106f430	77f82	চিরদিন দর্শকের মনে
f901e273df	3ccf1	মসজিদটির তিনভাগের একভাগ
f90211e616	ea8fa	আমি চলচ্চিত্র নির্মাণ করব
f9025e4801	9642e	ভাইস চেয়ারম্যান পদে
f9031472af	4fd66	সংঘর্ষ এখনই বন্ধ না হলে
f9033d30a5	f4ba7	অনিরুদ্ধ, উষার সংসারে
f9039f2829	0e637	কৌরববীর কেহই তাহার
f9048ce442	75936	বাংলাদেশ পতাকা
f904ba0546	b8bdd	আইনজীবী চন্দন কুমার সরকারের
f9060ac50d	c958a	দুই বন্ধু
f9061bee95	75626	আমিনুর রহমান
f906b6e7a9	d2294	এখন গ্যাস সংকটের কারণে
f90712e3e2	b8ed8	তদন্ত করে এসব ঘটনার
f90734098a	870e3	যারা অসনাক্ত
f907677c3c	16e96	পৃথিবীর বিভিন্ন ভাষা
f9077c276d	3fb17	বিচ্ছিন্ন কয়েকটি আঘাতের
f9079dc9a6	0e637	মাঝে মাঝে
f907c92f37	65e30	অমিত চরিত্রে রাহুল বোস অভিনয়
f907d6297f	39293	৪ ফেব্রুয়ারি পুনরায় ছাত্র ধর্মঘট
f90872a9d7	e31e7	বিবিসি নিউজরুমের সঙ্গে
f908bbb5c6	4c555	সেই কোমল সুন্দর
f909118dcd	2fe3c	নরেন্দ্র মোদীর ঘুম ভেঙেছে
f909bb9bc3	f2b7d	টম ক্রুজ
f909e755a8	c7705	আর তাদের আলোচনার
f90a0ba1e1	0b7ca	তা ভারতের পশ্চিম বঙ্গের
f90a8f28e3	8845d	লগিটিতে নৌকা বাঁধা ছিল
f90ae23bde	24aed	রাজনীতি পাল্টাতে না পেরে
f90af5eb1b	dfefa	দেশ ও বিদেশের
f90bcb353f	8845d	২০০৬ দোহা এবং ২০১০ গুয়াংজু
f90c38fa93	d2faf	সবাই চলে যাবার পর
f90c9bc166	2d98b	নারী-নির্যাতন রোধ
f90cab6281	194f5	ফ্রিজ বিক্রির ক্ষেত্রে
f90d2ecb62	dafb6	যুবরাজ মাত্র ৩৮ বলে
f90d6abef5	274ee	আম আদমি পার্টিতে
