a40006bcfc	410fa	সমবেত কণ্ঠে গাওয়া হয়
a400d5dfd3	321b6	নানা ধরণের খবরাখবর
a400dd1300	9d46f	ট্রাইব্যুনাল ঘিরে নেয়া হয়েছে
a4011869d7	a06a1	জীব
a401a05159	e2c11	ভাষার উদ্ভব হয়
a4025ddee6	f1ff2	বাসন্তী গুহঠাকুরতার
a402b7a222	b618b	অব্যাহত লড়াইয়ে প্রায়
a40387655e	e3d8b	আমি ভাবি
a403b20a21	d71a3	উপজেলা স্বাস্থ্য কমপ্লেক্সের সামনে থেকে
a403f08b26	e03ce	চীনের একটি জাহাজ
a404be2d08	bcaa8	এখনও তাদের দখলে
a404c9f408	745b7	গত দুই বছরে আমরা কয়েকটি জয়লাভ করেছি এবং ড্র করেছি।
a404f5bf66	b00ba	সিরাজগঞ্জ
a40504b623	37d7e	কোর্স শেষ করতে
a40508523a	e50f1	হঠাৎ করে গোলাকার
a405d3e111	7b60a	এবং দায়িত্বশীল ভৃত্য
a405e5f4c2	a3a6d	এক কেজি পাঁচ গ্রাম ওজনের
a405f302a0	f0f95	ফুটবলের খবর
a406d630d2	11915	গ্রহন করিলাম
a406dbbe12	121bd	ভূমি নিয়ে গঠিত
a4071f7951	10a9f	পররাষ্ট্র মন্ত্রণালয় বলেছে
a4074cc48a	16cfb	নৈতিকতা সব বিলীন-প্রায়
a40764e3b0	4bede	তীব্র চিৎকার করে
a407aab9c5	2c9c5	তিনটি বিষয়ে অগ্রগতির
a408525c2a	2d98b	ভাগবত পুরাণ বোপদেবপ্রণীত
a408e343fa	9d46f	অন্তর্গত কি না সন্দেহ
a408f96670	ba2f6	রোববার দুপুরে
a409189f49	07660	বর্তমান সংকট
a4094da687	baa02	ডুবে যায়
a4096a505a	1f733	নিশ্চয়ই এই বইটা
a40b180c98	a8710	বেজায় চমকে উঠলেন
a40b454561	9f25e	কারান অর্জুন ছবিতেও
a40b843149	2909b	আটক নাগরিকের
a40c1ee493	32c77	রীতি অনুযায়ী
a40cab5a06	0a7a0	এমআর মিজান
a40cb63eca	9e923	কেন এই ধরনের অপপ্রচার
a40cd63a56	0edef	অনেক কলকারখানা
a40e421431	06527	তাঁর এক দাদা ছাড়া
a40e9e5139	c41d8	কাল মাঝরাত অবধি
a40ed0bfa7	47e8d	তার নিয়োগ নিয়ে
a40fb23f2e	43b04	মাধ্যমিক পর্যায়ে
a41008e77f	eb179	বিরল নহে
a41046b4c7	42898	ভারতে বৃহৎ শিল্প গড়ে ওঠে
a410675875	39dd0	পায়ে এক জোড়া
a410d5c5aa	13b6a	তার মৃত্যুর প্রতিশোধ হিসেবে
a410fe8b5d	acb88	বাংলাদেশ দলের অধিনায়ক
a4113716d1	0895a	জাজিরা থানার রুপবাবুরচর গ্রামের
a4113a8b90	29d44	চিনতে পারুম না
a4117dc6b5	809cd	খোলাসা করা হয়েছে
a4118bab7c	ec91c	মা-বাবা
a4125ad7a4	3bea8	লন্ডনে দেওয়া
a4126826a7	75f18	অনেকেই লাফিয়ে উঠল
a412819029	e03ce	সেই ভোটটা গিয়ে
a4131e46cd	b4ea7	আহত অবস্থায় রিকসাচালক
a413db09ad	2de86	ভিখু প্রাণে বাঁচিয়া গেল
a413fb1e03	0606d	১৯৬০-এর দশকের শেষভাগে
