9700021358	f2b7d	এটি দিলে তাৎক্ষণিকভাবে
97003aea50	31f09	মিন্টুর মত ছোটদাও
97005f7848	a7c6f	চাঁদ দেখেছি
9700b179d9	11915	বিভিন্ন ভাষার বাক্য
9701951bb9	ba2f6	একজনের মৃত্যু হয়
970294d27a	8c120	প্রতিমণ আলু ৭০ থেকে ৮০ টাকা দামে কিনে ঢাকার পাইকারী ব্যবসায়ীদের কাছে বিক্রি করছেন ৩০০ থেকে ৩৫০ দামে।
9702d22a7f	aa820	এটি পোস্টার
9702f90400	3d17c	প্রতীক হল
97035e835f	ba2f6	বেশিরভাগ একাই সময় কাটাচ্ছেন
9703844d19	e8dde	স্টেরয়েড নিচ্ছেন
9703f5ffb7	fbb81	এক মহিলা তাকে ফোন করে
9704362a57	fcefa	ব্যবহার
970496986c	2fc12	সংশ্লিষ্ট বিভিন্ন আইনের আলোকেই
9704bbfa40	76329	এখানে কোনো লোকের শাশুড়ী
9704da472d	767ff	ঘোষণা করে
9704f2cd29	2f547	মৃদুল ও পলাশ
9705dc30ed	c3cb3	এ ছাড়াও এখানে রয়েছে
97074b19bb	536d9	সরকারসহ
9707690d13	24f73	কোন পদার্থের
970805a512	03284	কোন উপায় নেই
97086ccd71	bbb22	জড়িতদের গ্রেপ্তারের জন্য
970872f2f2	3ec4d	ব্যাংকের সতন্ত্র বেতন স্কেল
9708dfac9f	7a227	দীর্ঘ রেলপথ
9709b3e32c	53396	বোলো না, জাফর
9709ce0352	91b16	যাঁদের ওপর
970a0a1587	2695f	রাজার আঙ্গুল
970a20e3dc	92bb2	তাঁর গানে
970ac668f1	01e91	অবনীন্দ্রনাথ অঙ্কন করেন
970acebc48	1a2a1	মাথার চুল
970acf357e	11bd2	সানজিদা তাহসিন
970bf44c58	717bb	কিন্তু খুঁড়িয়ে গিয়ে
970c249e41	9b864	উপড়ে ফেলা হয়েছে
970c8c06f8	06bb7	তার ছিল
970cd5c7b0	d1b12	পুলিশের জেরার মুখে
970d775a5f	256f5	প্রায় শতকরা ৯০ ভাগই মিথ্যা
970d97ee13	f280a	সিনেমার গানগুলো গেয়েছেন
970dcf5db2	7c272	রাতের কালি ঢেলে
970e142d5f	f1ea4	বেশি কড়াকড়িতে রোগী কমবে
970e312f10	aab0f	দ্রুত এগিয়ে যাচ্ছে
970e5217e9	3c897	একটা ফুলের থেকে
970e53caab	ee7b2	সবাই দেখি শাস্তর পড়ছে
970e7bdafd	1a4a9	উপযুক্ত তাপ পেলে
970e8f19d6	fd880	লংগদক, প্রোভঁসাল
970e9c4c3d	18a52	তাদেরকে স্থানীয় গ্রামবাসীরা
970ea1607d	967fd	যে কোন জায়গায় করা যাবে
970eb8cda5	32c77	ভাস্কর্যটির বেদী ৪০ ফুট
970ed69c81	d71a3	বিশেষত, রাজধানীর বাইরে
970ede7fc3	2b883	সলিল সরকার
970ef7e9f5	948d3	অন্য সব কর্মসূচি
970f0269b1	cb842	গ্রেপ্তারেরজন্য
970f5da02d	698a4	ভোট চাওয়ার আগে
970fb8df9d	ff970	গরম রাখার জন্য
970fc92273	2aecc	শ্বাসতন্ত্রের মাধ্যমে
970fd1726f	6b437	গুণেন্দ্রনাথ ঠাকুরের
970fd77289	43199	বিরোধীদলের ডাকা
97103d2479	404ee	শীর্ষেন্দু প্রথম চাকরি নেন
9710499610	a1d4a	ছাড়াছাড়ি হয়ে যাবার পর
9710cf1757	0895a	মেডিকেলসার্টিফিকেট
9711184772	6b437	অর্ধেকই জ্বালানি ক্রয়ের জন্য
97112de696	f6e55	সংসদে বিরোধী দলের আসনে
971178d1e7	0696e	শরীর
97129508d3	eecdd	বিচ্ছিন্ন কয়েকটি আঘাতের
97137a4eda	c0d65	নৌবাহিনীর উচ্চপদস্থ কর্তারা
971394c1fb	430b2	তার স্বাতন্ত্র্যসূচক
9713d04fc5	e31e7	নতুন নেতৃত্বে এনিয়ে
9714038767	4c555	সম্রাট নুমা পন্টিলিউস
97142519f7	91223	প্রায় ৫০ হাজার টাকার
9714493a0a	9f25e	অহিংস গণ আন্দোলন
971461dc2d	a274b	সাতটি করে চার ও ছক্কার
97151734fe	ee886	অংশ গ্রহণ করবে কি না
97152b3699	43fc0	দুধ পাস্তুরিত করা হয়
97152cb7f9	83c53	আপনার বাসায় যাই নাই
97158b167e	31f2a	বড় বড় ঢেউয়ের মুখে পড়িয়া
9715daea04	f89d7	ফাঁসি চাই, ফাঁসি চাই
97163b62c0	321b6	তাহার অধিকাংশ বঙ্গদর্শনে প্রকাশিত হইয়াছিল
9716d6514a	6fb36	তার পাঁজর থেকে
9716ea3c7e	9c8dd	এবারের বাংলাদেশ সংলাপের
971714ab60	47e8d	নারীর কবে
9717f14866	91ac1	বিরোধিতা করা হচ্ছে
971805f5fe	0e637	একদিন বুঝতাম
97186023a9	3faff	বোনের সঙ্গে ভাইয়ের
9718690bdc	0633a	নেইমারের পাস থেকে
971898771c	0b7ca	সিদ্ধান্ত হয়
9718be7023	aabe7	লেনদেন শুরুর ৫ মিনিট পর
971a13b8ea	4f2ae	পোষণ করেছিল তারা
971a22cebb	698a4	হামলা চালায়
971a3383b9	16a17	স্পিকার হিসেবে আওয়ামী লীগের সংসদীয় কমিটি গতকাল সোমবার রাতে শিরীন শারমিন চৌধুরীকে মনোনয়ন দেয়।
