220114dd35	0895a	রাস্তা অবরোধও করেছেন তারা
22011b2401	42898	সমালোচনীয় নহে-ঐতিহাসিক মূল্য
22011bb774	29bab	যা যকৃত এবং কিডনি
2201f7fe65	f29bf	কী এক গভীর সংগোপনে
220207569c	9f25e	দ্বিতীয়বার সাধছেন না
2202bef7c2	cb1aa	একজন ডবলিউবিসিএস
2203321fae	c958a	তাতে শিষ্য বা ভক্তের উপস্থিতি
2203765a59	315e9	ভালো ছবি বানাতে
2203e78f7d	76329	জড়ো হয়েছিলেন
22042673a7	a916a	বুকে জড়িয়ে ধরে বলবেন
22048fa88b	8ba2b	আবার এল কবে
2204c83d55	acb88	দলীয় প্রার্থী থাকে না
2204e70d0b	1e7c7	রাত অনেক
22055fa0de	5a61c	কিডনি রোগ
2205af11d8	8a46d	ধুমপানের কুফল
2205c1d567	43199	ফেলে রেখে যায় হেফাজতকর্মীরা,
2205da27e8	54e68	১৮ দলের চলমান আন্দোলনে
2205e70df1	6b437	আদালত সময়ের আবেদন
22060757cd	a4750	ভাবতেই পারবে না
220618bf9d	153c9	বিখ্যাত ভারতীয়
220644246a	c0965	ঘরে ঢোকা দেখে
2206e29544	d3e06	কর্মসূচিতে অংশ নেয়
22070514e5	c4973	তাদের আত্মীয়স্বজন
2207151bf0	194f5	সে চেষ্টাই করা হয়েছে
22071cad2b	37d7e	অর্জন করেছিলেন
220749f090	f280a	শুক্রবার
22076fda52	5b13f	শ্রমিকের বেতন দিবো
22079bc828	b8ed8	ফলাফল প্রকাশিত হবে
2208395ee9	14d25	ফায়ার সার্ভিসের সদস্যরা
2208b200be	7351e	সদ্ব্যবহার করা হয়নি
2208c45d98	2ac82	বঙ্গবন্ধু হত্যাকান্ডে খন্দকার মোশতাক আহমেদ জড়িত ছিলেন বলে মামলার সাক্ষ্য প্রমাণে উঠে এসেছে।
2208c5677d	93080	একজন নিহত হবার খবর
2209e0df5e	61820	সেখানে আমদানি ব্যয়
2209f18cd7	8c120	চলতে পারবে
220a05fe73	d2294	সেই সঙ্গে তাদের
220a256454	a8710	ব্যাপারটা ছিল দু:খজনক
220a3c3ce7	404ee	পরস্পরকে এড়িয়ে চলে
220b865cc7	ca088	আমাকে দেখেই বললেন
220c2b66b6	65e30	শ্রমিকের অংশগ্রহণের বিষয়টি
220c46ad38	a43b5	যাহা এরূপ দুষ্প্রাপ্য
220d90bccd	11bd2	গত বছরের জুনে
220dce9577	b2a62	রোগে ভুগছে
220e9bcd5f	9c8dd	নর্থ জোন চারশ পার হয়
220ea94f7a	5639c	মামলার দুই আসামিকে
220ec6bc5e	1a2a1	আমি আনন্দের সঙ্গে
220ed10cf2	b4ea7	৭৫ রানের অবিচ্ছিন্ন জুটি গড়ে
220f184120	e3f89	জনমনে উদ্বেগ সৃষ্টি হয়
220f54be10	274ee	চাকর চাকরানী আছে
220f811ec5	3faff	বানিয়েছেন একটি মিউজিক ভিডিও।
220fa33c94	dba43	উচ্চশিক্ষা সোপানে পৌঁছতে সমর্থ হচ্ছে
220fb66984	a274b	এ নিয়ে সরকারের উচ্চ মহলে
220fca0a23	2f547	ভয়ে ডিমপাড়া থেকে
221057d2b9	0f047	পঁচাত্তরে পড়তে আর তিনমাস
221068a5b5	948d3	রাশীয় জাতিসংঘ নিরাপত্তা পরিষদের
221080e9e2	e6752	এসব ট্রাক ঢাকা পর্যন্ত
221082a489	2d98b	ভবন ধসে পড়ার প্রথম দিন
2210cbf4c7	d2d71	বস্তু মম
2210f22e1b	88654	সত্যই বুঝতে পারা যাবে না
2211232c8b	3c897	আমরা আলোচনায় বসতে রাজী
22113f846e	52f27	এরপরে কেউ বলবেন
2211819ca1	9c8dd	এই ভক্তি ও প্রেমের
2211cf01fe	93080	ভেতরে ব্যথা আমার পারাপারহীন
2211dcd767	9092b	এতে সরকার লাভবান হবে না
2211e5904a	3bea8	রাকিব,রাজীব
2211f53908	e6203	কেন বাংলায় এসেছে
2212865c65	8cf95	বা নাকী অন্য কোনও
22129fd7b5	c3cb3	বহু শিল্পী
2212b0918b	0b7ca	ভালোবাসেন না
221312b16e	410fa	বিরজা গোলোকনাথের সহিত
221437d560	536d9	ওয়ালিদ আল মুয়াল্লেমের
221448e500	bbb22	চরম
2214ab5402	23291	ফায়ার সার্ভিস ও সিভিল ডিফেন্সের
2214b27b04	577fa	আঁতকে উঠবেন যে
2214f5d6cd	68549	শুনিতে পাইলেন
22151d7ac6	fd880	বর্ষা
221530719f	21e54	আমাদের স্বার্থ রক্ষা করেই
22155235a9	4a918	জাতীয় সংসদ ও প্রেসিডেন্টসহ
2215673f45	5d12f	বৃত্তাকার সীমানা ঘিরে রয়েছে
22158f3889	3fce2	তৎপরতার সাধারণ পরিকাঠামো
221707ffec	06e62	আয়োডিন আর ব্যান্ডেজ
2217105a81	60b9d	বেশিরভাগ গর
2218b5c40d	4fbd1	কমপক্ষে ১ হাজার
2218ed62ab	7d004	এতে ৪০ মিলিয়ন
22190c7f74	f9dfb	১৩৫ বলের ইনিংসে ছিল
221921f115	9e923	সামিনা চৌধুরী হয়ে গেছেন
2219385b34	2bd99	একলা পথিক
2219547b54	dafb6	যেখানে তার বাবা লিখেছিলেন
2219601149	491a5	দেয়া হচ্ছে না
2219666e73	fbb81	সিরিজে ১-০ ব্যবধানে এগিয়ে যাওয়া
