73004e8994	5cb47	পশ্চিমী হাওয়া
730057055e	4486f	এবং খনিজ সম্পদ খনন নিষিদ্ধ
7300ae7bd1	903fa	বহরমপুরে পিতার সমৃদ্ধ গ্রন্থাগার
730126da18	4c555	এই জাতিকে
730177d344	c7a89	সে বছর সেরা সিনেমা
7301960e5e	75936	জলকামান ছোড়া হচ্ছে
7301fe5ac9	698a4	যে কারুরই তাতে
7302cb6528	4c1eb	সব সময় ব্যবহারোপযোগী
7302f52ef6	59c73	পুলিশের বাধার মুখে
7303117bed	f2b7d	সংরক্ষণ করা হয়েছিল
7303141d41	c958a	সেনাবাহিনীর উদ্ধার কর্মী
73034dde3a	da6f0	সঙ্গী পাইতে হইলে
73036ba99f	4fbd1	আম গাছ
7303817459	91ac1	সম্ভব হলে
7303b3bd2f	7d133	কিন্তু না বলিলেও নহে
730408acb7	5a61c	মদিনা ওয়েল দোকানের
7304800d5e	cc18a	সহজ না হওয়ায়
7304938294	bbb22	বেশ কয়েকটি কারখানায়
7304b87723	7297e	গুলি ছোড়ে
7304c1a782	3c897	বৃহস্পতিবার কাজে না যাওয়ার
73051cf254	b2a62	এর উল্লেখ আছে
73055ae0a9	903fa	বিজেপি এবং কংগেস
73058ddfc5	c7705	সমস্যা সবচেয়ে বেশি
7305ca5487	71522	কালামের মা খোর্শেদা বেগম
7306d60752	61820	নিজেরা বাহুবলে
730706a2c9	7b900	মিসেস রসম্যানের লেখা
7307545ef6	8a46d	অন্তরীণ থাকায়
7307d328c7	315e9	ওএসডি করা হয়েছে
7307ea7428	76329	ঢাকায় আসা
730805ea9c	c0965	এনডিটিভির এক প্রতিবেদনে বলা হয়েছে
73086aff22	bdfc1	সেটা ৫ই জানুয়ারি
7308a6b22b	e754e	মানুষের দোয়ায়
73095958a2	8632b	বা যুদ্ধবিগ্রহকালে
73097c6c31	698a4	যারা টোটেম-নিষেধ ছাড়া
73097f40bc	717bb	কোন দালানের ওপর
730a244927	5dec6	দ্বারে আসিয়া দেখিলেন
730a4631a6	d2faf	জনসংখ্যা হল ৩৯৯৯৭৮ জন
730ac9ed69	75f18	এত তাড়াতাড়ি
730ad73b9a	f143a	স্বামী আছেন আরেক শহরে
730ae96c1e	14d25	নানামুখী আন্দোলনে মুখর
730b68627c	3bea8	অন্ডাল, ভারতের
730b8947ab	ee852	তাহা বেদের আর কিছু পরিচয় পাইলেই
730bcbfba3	6b437	ভোটে অংশ নেয়নি
730d84e706	ff1eb	আদৌ সম্ভব হতো আমার
730da0f372	7d3e1	আবুলের মনে পড়ে
730e4559b5	bd576	বিশেষ কর্মসংস্থানের
730e6c955b	7351e	কোনো মহৎ সাহিত্য
730f2648ce	0a87a	আত্মহত্যা করেছেন সুমি
730f30f294	16e96	পড়ে যান জনসন
730f74c74d	66b3c	সিনেমার মত রাজনীতিতেও তুমুল জনপ্রিয় জয়ললিতা।
731063ebdf	1e7c7	সামরিক পদক্ষেপের বিষয়ে
7310ed724a	256f5	লোকনাথ
7311f189fe	01e91	তা ক্রেতারা
73127db449	0f047	শূণ্য দশমিক ৪০ শতাংশ
7312bf7020	65652	ফ্যাশন এবং স্টাইলটা
7312f40aad	e43d4	এই পুরুষতান্ত্রিক ব্যবস্থা
7312fa9f1f	bdd05	রাত ২টার দিকে
731330e359	5a61c	তিনি তার জীবনের
731353d68e	b2a62	বিষাদগীতি গাইছে পথে
7313bc1eb6	ff1eb	৪৭ পয়েন্ট পাওয়া ইন্টার মিলান
7313c9b17b	b8ed8	তাঁর মাথায়
7313f01922	f4ba7	এলাকা ছাড়তে চাচ্ছেন
7314bc03a7	cf82a	তৈরী পোশাক শিল্প সংক্রান্ত মন্ত্রিসভা কমিটির
731587a4fa	3fc9d	তখনো বীণের শব্দ
7315f565a5	16e96	নাম ঘোষণা করলে অধিবেশনে উপস্থিত
7316240fe3	8143b	পাচারকারীদের খপ্পরে পড়া
7316775931	e2ff7	রিপোর্ট হাতে পাওয়ার পরই
7316afe30b	2ee04	ঝড়ের তান্ডবে ওকলাহোমা সিটির ক্ষতিগ্রস্ত শহরতলী এলাকা মাটির সঙ্গে মিশে গেছে।
7316dc43d7	b5fdc	তিনি ফোক গান
73175e4e28	6da0a	কারণ নাই
73184f90f3	239f7	নির্বাচন কমিশনের কাছে
731877f6b8	ab946	গজলের মেজাজে
73187f314a	f4ba7	একটি চায়ের দোকানে বসেছিলেন
73189dc191	9d7bf	ভৌতিক
7318f487bd	5d80e	এর পরই সেনা-সমর্থিত
7319141290	06736	মা বলেন, মা’র চোখে সুর্মা
731a114682	66dcd	পত্রপত্রিকায় খবর বেরিয়েছে
731a5bae09	71522	এই চ্যানেলটি বন্ধ হয়ে গেলে
731ac4b459	6973e	এ সপ্তাহের সাক্ষাৎকার অনুষ্ঠানে
731b7b320a	4a918	হয়তো প্রিন্ট করে
731b8f3748	db735	গ্যাপের জন্য কাপড় বানাতো
731bb5a58e	1652d	সোনার তরী
731bdd9ef3	d9b11	চাল-চলন জানোয়ারের মত
731c0f870b	84145	বেশ বিব্রতকর অবস্থায়
