d9009822a7	3bb15	অপরাহ্ন
d9010822a4	355c1	টুকটাক অভিনয় করেছেন তিনি
d9017ec61a	ee852	আপনার মাথার ঠিক আছে মামুন
d901bf45b1	33aef	বাম্পার ফলন হয়
d901ce455d	42898	সুর ও সংগীতে
d901fff1d5	0a7a0	বস্তি
d90207f29c	7027a	ই-কমার্স, তথ্যপ্রযুক্তি
d9026e6a68	61820	মি. মোরসিকে মুক্ত করে দিতে
d9028475fc	6c6bf	নিহতদের স্মরণে
d902ac0a58	c5dc8	গরুর গাড়ি
d902af2179	d1b12	লিবিয়া গিয়েছিলাম
d902f1a028	57d54	রাজধানী ধানমণ্ডি
d903702173	4c555	এক শতক বিবেচনা করার পর
d903a229db	6ee5f	গ্রামে প্রবেশ করিবার পূর্বে
d903cdca1d	d1a48	দোয়া কুনুত
d90450b07d	698ff	নারীর সতীত্ব, মাতৃত্ব
d9047dfb66	39293	১৫ দিন সশস্ত্রবাহিনী
d904b15047	0606d	প্রায় ৬০ শতাংশ ভোট দেন
d904e26ed6	eb179	৩টি ছক্কায়
d9050a0a00	54e68	তিতুমীর
d9050a682d	6dff5	সমুদ্রের গভীরে
d905ae7828	68ab7	বর্তমানেও স্বতন্ত্র এমপি
d905da2bbf	db181	অর্থনীতির একটি বড় খাত
d90666e6b0	287bd	উৎসাহী সমর্থক ছিলেন না
d906944586	5dd61	এই রকম যে জাতির মনভাব
d9069f3756	6e6fa	বলা হয়ে থাকে
d906d7c22c	c3cca	পুরাতাত্ত্বিক সাইট খনন করছিলেন
d907383dcd	778c0	শরাফ মামা বলেছিলেন নেননি
d907664f6e	f0f95	সরকার ২০ লাখ রুপি
d907809472	1e7c6	এবং সম্মান
d907ea56aa	ce180	এই নতুন সমাজের
d908526912	2909b	সাধারণের জন্য এক হাজার টাকা
d908937103	33814	এই অস্ত্র বিক্রি হয়েছে
d908ca0e67	2695f	কলকাতার অদূরে
d908f224e4	903fa	বিসিবির সভাপতি
d90910fc6c	fb4cb	মনসামন্দির লুঠ করেন
d909983c55	ad98d	ইদি আমিন ছিলেন
d909dffc7e	7ed14	সে বিষয়ে তিনি
d909ea23bd	ca088	টিকিট পেয়ে
d90a06e57c	e2f12	ব্যাখ্যা করতে গিয়ে
d90a12f82f	e50f1	উড়ে যেতে
d90aa1a9ab	7c272	শুরু করে দিয়েছেন
d90aab43a2	82926	১৫ মিনিটের পথে
d90ac9696b	9d398	বাধ্য হয়েই
d90b72f58a	d2355	আমি সব সময়
d90b902762	06736	তিনি এককথায় অনুমতি দিলেন
d90c615ceb	717bb	এসময় ইসরায়েলি বাহিনীর মিত্র
d90c8dc3c9	aa820	তাদের প্রথম সংবিধান
d90d4cfcd1	e89bb	ড: মুস্তাফা বারগুটি বলেছেন
d90d59d9d9	9fa90	মাথা ঘামানোর দরকার নেই
d90e4cadd5	3ec4d	কারও আক্ষেপ
d90e539f9e	d41be	নানি যুদ্ধ কী
d90e55a993	2d78f	একটি সংবিধিবদ্ধ সংস্থা
d90ec85c5a	4f450	আমি আপনাকে ট্যাক্সিতে করে
d90f5fe871	9092b	গ্লাসগোতে ভারত ১২৫টি মেডাল জয়ের লক্ষ্য ঠিক করেছে।
d9102e6f43	fda1a	ছেলে-মেয়েরা
d910bbb29a	d1a48	অনুসারীরা তার বাসভবনে
d910dd63f0	b7be9	তোমার মনে হয়
d910e7203b	d5213	সাম্প্রতিক কালে
