0f006c5cab	f143a	ইংলাক চিনাওয়াত
0f0084fe53	f280a	সমর্থিত প্রার্থী এ এ মান্নান
0f00ebe530	01e91	সকাল ১১টার দিকে
0f013c889e	5dd61	ভারতে সারা দেশে
0f0171cf04	e6752	এমন গুরুতর তত্ত্ব আর নাই
0f01770bd8	c0d65	রাজস্ব ও উন্নয়ন বাজেট
0f01beca1b	089ef	বড় বিলবোর্ডগুলো ভরে যায়
0f02340780	0a87a	বাংলাদেশের মানুষ আজ
0f025c2519	a06a1	কোরানে স্পষ্ট লেখা আছে
0f028251dd	0d4cb	জনগণ তাঁদের এই ভাষাটিকে
0f02d118c4	282d3	দশ লক্ষের বেশি বক্তা কথা বলেন
0f035ac6f2	9d398	সাক্ষীদের সত্য
0f037da33a	c2082	খুব কম গল্পকারের পক্ষেই
0f03f1c4c6	73629	পদ্মা সেতু
0f04186e16	32998	হত্যার নেপথ্য নায়কদের
0f04285d9a	4164f	১৮-দল সমর্থিত
0f045a877c	976b1	তা অবশ্যই পরিবর্তিত
0f0467d40c	75626	কাউকে ভারপ্রাপ্ত চেয়ারম্যান
0f0488e37b	13b6a	অভাব-অনটন দূর হবে
0f04a2be29	4c555	মোস্তাফিজুর রহমান খান
0f04b2f8f2	7ed14	জিপ
0f04b59b28	91dff	নৌবাহিনীর প্রায় ২০টি জাহাজ
0f05bfd63f	2d78f	ইন্টার্নি ডাক্তারদের হাতাহাতির জেরে
0f05ec9bea	4f450	অনুভূত করিয়াছিলেন
0f06463a84	dae88	সেখানে মি. জুমা
0f065e4835	b8ed8	মানুষের আয়ু
0f0690936f	21e54	ব্যানার কেড়ে নেয়
0f07096102	7f71c	সুবিচার করছে না
0f0793f403	60b9d	৭ মে
0f07b1b4c1	0d8c1	কী ভাবো তুমি নিজেকে
0f07f1e768	11bd2	এখানে কি তোমার দেখা হয়েছে
0f07f82aca	6a35e	মুক্ত রাখার প্রত্যয়েই
0f089ce2ba	22096	সোলেমন দ্বীপে
0f09210b20	cfc65	বাংলাদেশ পরিবেশ আন্দোলন
0f09d12d64	acb88	কার ভোটে নির্বাচিত হয়েছেন
0f09d2ffd9	315e9	লণ্ঠনের সাহায্যে
0f0a572357	91b16	বাঁচতে পারে না
0f0a681574	e6d83	কোরআন
