e300f43be4	b2a62	অন্যের আপত্তি সত্ত্বেও
e301070a09	b8ed8	পিছিয়ে থাকলে
e30147399c	d9081	এখনো কোন আস্থা নেই
e3019c8875	3faff	কিন্তু তাদের এই দাবি নিয়ে
e301b7fe1d	ca831	জন্মগ্রহণকারী এই বিচারপতি
e301d70a74	f1ea4	কিন্তু এই মেধাবীদেরকে কি আমরা ভবিষ্যৎ জীবনের নিশ্চয়তা দিতে পেরেছি?
e3023c52d9	71522	শ্রমিকদের পরিবারও
e3025667b5	7b103	উদয় হয় না দিনমণি
e3026e88c3	0d9f1	কেস ডকেট শাখায়
e3028f870d	5d80e	ডুমুরিয়া উপজেলা
e3029dc436	c0965	ছিনিয়ে নিলেও
e302bf2785	520fb	রাজধানী বাঙ্গুই থেকে
e30316dd99	2ecf8	কিমি কর্মকার
e30345ea89	15a75	বিদ্যুৎ উৎপন্ন হয়েছে
e303a5a6bd	c1e30	সবুজ
e303a7070c	a06a1	৭২ ও ৮২ মিনিটে
e3040f2242	3c897	যে কোনো চরে গেলেই
e304a9179a	66b3c	লোহার বালা
e30581712d	d82d9	দখল কইরা রইছে
e305a0ec26	9d7bf	বাস্তবায়িত হয়নি
e305bee139	745b7	ভোগ করতে চেয়েছিল সে
e30634cd70	698ff	কোনো প্রতিকার পাননি
e306e55644	ee994	স্পষ্ট শোনা যায় শঙ্খের আওয়াজ
e3078157be	a43b5	কাঁদা ও পাথরের নিচে
e307db1189	4c555	নিয়ন্ত্রিত হচেছ
e3081194e2	7f71c	একটা সমাধানসূত্র
e3081ac78b	9d46f	তার নির্বাহী ক্ষমতার
e3086a8da0	ced74	একটি যানের জন্য
e3087ddae3	9d7bf	সুচিত্রা সেনকে
e3088895ea	323f1	খোরাক জোগাল
e3088a425d	7027a	হাসান মাসুদ
e3089d2db1	ab946	ঝড়ে অসংখ্য মানুষ মারা গেছে আশংকা করা হচ্ছে।
e30905df07	eb179	মোটরসাইকেল আরোহীদের
e3090fe7a4	32998	ওই দিন জীবন দিতে হয়
e3092789d9	d0c70	তত্ত্বাবধায়ক সরকারের বিরুদ্ধে থাকে
e3098cc640	52f27	প্রধান কোচ হিসেবে নিয়োগ দেয়
e309a2ecb4	0c39f	বইটির নিবিড় পাঠ আবশ্যিক
e309b33fd1	bbb22	আরসুলা জলৌকা প্রভৃতি
e30b662742	7d133	চলচ্চিত্রটি প্রখ্যাত
e30bcde063	8b859	১৯২৫ সালে প্রকাশিত
e30bf2900d	5a61c	দম্পতির সঙ্গে দেখা করবেন
e30c846c92	4fc91	এ কার্যক্রম চালিয়ে আসছে
e30cbf8deb	e6752	প্রায়শ অভ্যন্তরীণ
e30d1b625b	404ee	সব কিছুই আবার বদলে গেল
e30de54e61	b8bba	সসপ্যান ঢেলে দিন
e30fb890a9	03284	সেই তথ্য আবারও উঠে এসেছে
e30fe8dda2	693cb	কয় ঘর আছে
e310052ace	80518	কাল বিকেলে
e31056a540	43fc0	১৯৯৩ সালের ডিসেম্বরে
e3105e1eb2	fcc89	ভূমিকম্প
e310d3adda	bcaa8	ব্রিটিশ লেবার পার্টির এই রাজনীতিক ছিলেন বিংশ শতাব্দীর শেষভাগে ব্রিটিশ রাজনীতিতে বামপন্থী ধারার অন্যতম সবেচেয়ে প্রভাবশালী নেতা।
e310f82cd4	121bd	গ্রীষ্মকালীন অলিম্পিক
e31173fed3	dba43	যা রুবিকস কিউব মেলাতে পারদর্শী
e31181c81e	8b859	এই ঘটনায় কাস্টমস আইনে
e312082f71	3c897	টেস্ট ও টি-টোয়েন্টি
e312e6a9c9	ff970	চেয়ারম্যান, ভাইস চেয়ারম্যান
e3134f1d3f	18460	কাজিনের ছেলে পরশকে নিয়ে
e313a8558a	f7a7f	উপস্থিত হইয়াছিল
e313a9c2a9	acb88	পাতলা গড়ন
e3148821e4	7e1d5	তাতে ইউনান প্রদেশের
e3148cd325	ff0fe	অসমাপ্ত স্বপ্নটি
e314aafa70	a1d4a	অনুষ্ঠানটিতে দেখানো হয় যে
e314b85f53	a7c6f	ডায়াবেটিস রোগী হওয়ায়
e314eb88d4	7c272	তার লেখনী
e31509c321	f6e55	হাইকোর্ট বেঞ্চে
e3155d7012	28bb3	বিয়ের দীর্ঘদিন পরও
e315613ebe	80539	গণমাধ্যম কর্মীরা
e315f004f6	16877	এই বিধি-নিষেধের
e315f95f5e	91ac1	এতে আমার নায়িকা নিঝুম
e31679977d	69d9a	জনপ্রিয় গায়ক
e316c0e273	01e91	আরেকটি তাম্র বর্ণের আফগান হাউন্ড
e317066e37	086dd	অম্ল ও ক্ষারের জলীয় দ্রবণে
e317123310	38ff0	বার্সার একচেটিয়া আক্রমণের মাঝে
e3174b590c	f2097	অবশেষে ১৮৯৩ সালে
e317da4071	3fc9d	আমি উঠিতে উঠিতে
e317ee4261	f2097	বুধবার বিকেলে বিশ্ববিদ্যালয়ে
e317f0847c	976b1	সেই চার্জশিটে আসামীদের বিরুদ্ধে
e3186f6590	c41d8	রায়ান গিগসকে দায়িত্ব দেয়া হয়
e318929493	8845d	বৈধ অস্ত্র প্রদর্শন
e318c3426b	7b900	গল্প বলতেন, নিজের রসিকতায়
e318ec397a	b5fdc	কটি সলমা চুমকি
e31919f731	a1201	সর্বশেষ হরতালে
e3194ad7ff	88654	তাগিদ দিয়েছে অ্যাকর্ড
e319513c74	ce629	পরিষ্কার কিছু না জেনে
e319b086a0	f6e55	এই প্রাসাদে অতিথি হন
e31a0cc1ad	56508	সিরাজগঞ্জ ও বগুড়া
e31a2896ee	6e6fa	রাষ্ট্রীয় গণমাধ্যমে
e31a310a9b	b8bdd	আদালতে সরকারবিরোধী শ্লোগান দিয়ে
e31a792865	e9589	অবস্থানকারীদের সরে পড়ার জন্য
e31a8177dd	d9081	প্রত্যাহার করা হয়
e31a8889c0	92bb2	উপায় আছে কি
e31ac8c563	09b32	বারীন্দ্রকুমার ঘোষ
e31adda315	9092b	হাফিজুর রহমানের
e31b0e2c04	4dd57	জানিয়েছেন রিংকু
e31b501f08	282d3	কারণ হিসেবে তারা বলছেন
e31bad7af0	0696e	এ ধরনের গাছেই
e31bb539dd	60f77	শত শত বছর
e31bc2d5bf	a274b	ভ্রমণের এ সুযোগ
e31bfb286c	d9b11	স্বামীর ঘরের ভাড়ার সঙ্গে
e31c0933af	f0f95	ঘুরতে গিয়েছে চিড়িয়াখানা
e31c4b4b64	3faff	কলকাতার একটি গুরুত্বপূর্ণ রাস্তা
e31c923c6e	8c07c	যথেষ্ট ছিল না
e31cb41b14	b78ec	অপ্রাপ্তবয়স্ককে রিমান্ডে নেয়া নিয়ে
e31ce81481	ff1eb	পূরবী প্রেক্ষাগৃহের কাছে
e31cf20b05	a46e2	কোন্যান ডয়েল তেমন তৃপ্তি পাননি
e31dac6509	a9a58	হিসেবে দায়িত্ব পালন করেন
e31dbb0ac6	58998	মেরিন
e31e03182a	cfc65	মনোযোগ দেন
e31e186ccd	809cd	মন্ত্রী ছিলেন
e31e42c38e	33814	দুপুরের পর শাপলা চত্বরকে ঘিরে পুরো এলাকাটি এক বিশাল জনসমূদ্রে পরিণত হয়।
e31e6aa65d	932bb	একটি বাহু
e31eb272aa	7d133	সোয়ার্টজ মাত্র ১৪ বছর বয়সে
e31f3d7718	2909b	এ সঙ্কট নিরসনের চেষ্টায়
e31f730fd5	c3cca	সার্বিকভাবে নারী ধারণার সঙ্গে
e31fffe977	ea5be	১৯৭৯ সালে তেহরানে
e32039fbd6	86b1b	গাড়ির জানালায়
e3204bd848	2840e	সন্ত্রাসীদের ধাওয়া দেয়
e32093c614	ff1c3	দেখলাম,না
e320d48ffa	baa02	আপনি আমেরিকা প্রবাসী হচ্ছেন
e320e3294f	ad69a	আয়োজকরা জানিয়েছেন
e320ebb78f	59c73	ইসি সচিবালয়কে
e320eefd11	e31e7	নানা সময়ে
e321011248	23b22	দক্ষিণের শহর জিজান শহরে
e32129d815	976b1	বিচারপ্রক্রিয়া আরও
e32163e4d1	3d17c	দুই বছর আগে
e322354a93	4ea73	মারি প্রথম ব্রিটিশ খেলোয়াড় হন
e3232f23e4	b2a62	নতুন বই
e323ac888a	a7c6f	অ্যানহাইড্রাইট একটি
e323bc9e85	09b32	হারানোর দিন
e323c9298c	f2097	এর মধ্যে গত সপ্তায়ই ছিল
e3241bb616	a1201	ডান কাতে বাম কাতে
e324428d11	eb179	বিস্ফোরণে আহত দু’জনসহ পুলিশ চারজনকে আটক করেছে।
e325227208	7ee9b	বর্তমান আগ্রা শহরটি
e3258ebec9	22096	লাশের গলায়
e325afc6fd	6a35e	ঘটনাটি বর্ণনা করেছিলেন
e325feb683	23b22	সিএনজি রিফুয়েলিং স্টেশনগুলোতেও
e3263b0aa2	4f2ae	খটোমটো তত্ত্ব
e327431315	e2c11	আগামী ৪ জুন থেকে
e327593e6a	9e923	অমিত চাকমা
e327dcd42a	2396d	২২-২৩ বছর হবে
e3280486ae	a06a1	ছিলেন বিখ্যাত ফরাসী বিজ্ঞানী
e32825f2fa	43199	দুর্বলতা ছোটবেলা থেকে
e3291f2042	8b859	তাকে বেশি আকর্ষণ করতো
e329292862	1e7c6	এটি ঘটতে দেখা যায়
e32949cacd	75936	চলে আসার
e3296a0668	cb627	নোবেল বিজয়ী অধ্যাপক
e329966e48	717bb	সত্যতা পেলেন
e329b8e374	e7230	কিছু আবশ্যকীয় জিনিস কিনে নিল
e329ba621e	80505	একজন মারাও গেছেন
e32a3ce43d	4c555	যাওয়ার অবস্থা
e32a715e54	efc0d	নিয়োগ দেয়া হচ্ছে গোয়েন্দা
e32b2dc7bd	3ec4d	যোগাযোগ ব্যবস্থার উৎকর্ষতায় ট্রেনের অবদান অনস্বীকার্য।
e32b362777	321b6	এক সের চাল ঝাড়ুওয়ালা খায়
e32b904f3c	56508	ফাঁদে পা দিতে
e32b9cf71e	8143b	সেই হইতে কথ্যরীতির ভাষা
e32b9f11fc	274ee	জেলার ৮ পৌরসভার মধ্যে
e32bdc5c12	e00db	বিজয় বাংলাদেশ
e32bf3fa16	7c272	১৯৭২ সাল
e32c7ceb27	58998	স্ত্রীও তার মেয়েটিকেই
e32cd21161	83c53	এর ভেতর দিয়েই
e32d2a96b3	91dff	আগরতলা বইমেলা
e32dc0c13f	274ee	পার্থক্য নেই
e32e115e11	f280a	ট্রেনে করে ময়মনসিংহে ফেরার সময়
e32e5743d2	967fd	তৈরি ছিলেন বলে
e32e7154fd	2d78f	যাওয়ার অবস্থা
e32e7c6bbc	49543	ইঙ্গিত দেন নাজমুল
e32e7daf38	4c1eb	মনে থাকে যেন
e32eeda9db	ea8fa	সর্বশেষ ১০টি ম্যাচে
e32f3b2f82	76329	লরেনা আরিয়োর পাঠানো
e32f659f68	7ed14	তবে হাজার হাজার
e32f9e8fba	ce180	সম্মিলিত যোদ্ধৃবর্গের মধ্যে
e32fbd7aa5	32c77	এ বিষয়ে সরকারের মারফত
e330234ac8	b8bba	সংঘতি স্মারকের সামনে
e330c720c7	80e98	এক নারী পুলিশ কন্সটেবল
e330ff7e4b	3ccf1	ধর্মীয় পরিচয়ে
e33104eb7e	2fe3c	পৃথিবীর সবচেয়ে সুন্দর ছবি
e331378d53	0f047	স্লোগান ওঠে
e33176fc36	d2294	কলকাতা বাংলা মুভি
e33203ba9d	28dfc	একজোড়া দম্পতি
e3322386aa	25117	অর্থ নতুন
e332302c1b	76329	ওদের ওপরে থাকবে
e332976519	f658d	আমি তখন কিছু
e332ad27fb	fd880	সম্ভবত গাজীপুরে
e332e10e20	64092	নিশ্চিত হয় আতলেতিকোর
e332e7ecf9	590d0	সমস্যা পরিপোষণের জন্য নয়
e332f747ef	f29bf	মি: আহমেদ উল্লেখ করেন
e333436238	4bd2c	একাধিক ব্যাকআপ
e3337c6326	3fae0	রোকেয়া হলে
e333904be0	2f547	একটি মোর্চা
e333c3c4bc	cfc65	প্রথম এই প্রাণঘাতী ভাইরাস
e333e1f7b7	e9759	উন্নয়ন করতে পারবো
e33432f8c8	31f09	এবং ধারাবাহিকতা বজায় থাকলেই
e33471e000	b8bba	লেখার কী ছিরি
e334d8ac09	2ecf8	এখন আমার সন্তানরা
e33531067a	83c53	বৃহস্পতিবার আন্দোলনরত শিক্ষার্থী
e3353a736d	1c618	এমনকি ক্রমশ
e3355e3fb4	355c1	ঘণ্টার পর ঘণ্টা বসে আছি
e3368c68f3	37d7e	দীর্ঘ কারাদণ্ড
e33731a394	db735	সম্মিলিত বাহিনী
e3377936a2	c5479	ঢাকা-উত্তরাঞ্চল রুটে
e337dd52ea	3c897	নারী বাঁধা, শৃঙ্খলিত
e337f10402	a916a	প্রচার
e3386abb4e	943de	শিক্ষকদের বেতন-ভাতাসহ
e338d70b58	4164f	কোনো ক্লাস ও পরীক্ষায়
e339881654	c6848	জার্মান সমাজবিজ্ঞানী ম্যাক্স ওয়েবার
e339e7671d	4e900	তার সবই ভুল ছিল
e339f57eac	cf82a	সমাজসেবা অধিদপ্তর আগারগাঁও ঢাকা
e33a1757e2	3fc9d	বাংলাদেশে হঠাৎ করেই
e33a34466f	14d25	নিজেদের দায়িত্ব নিতে পারবে
e33a8ef25c	a43b5	দেয়া হত
e33aa05054	d2355	বৃহস্পতিবার এই দুইজনকে
e33ad4c808	b5fdc	ওই গাড়িতে লিফট নিয়েছিলেন
e33b0e14e1	9813c	ছোট শত শত মূর্তি
e33b5e03f4	3c897	তালে তালে
e33ba42379	767ff	এখানে আমাদের
e33bcae2a4	7df87	অনেকগুলি গুরুত্বপূর্ণ
e33bf204c9	e50f1	ফ্রান্সে অন্ধবিন্দু
e33caa46db	baa02	সাহিত্যের প্রতি
e33cb49aa3	69449	মধ্য দিয়ে হরতাল চলছে
e33cd0fe35	72649	বিজ্ঞানীরা কি
e33d5e3477	b2a62	সোমবার জাতীয় সংসদের অধিবেশনে একজন সংসদ সদস্য এমনকি টিআইবির কার্যক্রম বন্ধ করে দেয়ারও দাবি জানান।
