0e0019efc0	d0c70	কার্যকর করেন
0e003303fc	5e80b	ক্ষয়ক্ষতি ছাড়াই
0e00602645	3fce2	সৃষ্টি করা হয়
0e00afd15c	a43b5	দেখিতেছি না
0e011a468b	f2b7d	আরম্ভ ক’রে দাও
0e0159bc87	39dd0	আলতাফ মাহমুদকে
0e017115ee	65652	কিচ্ছা শোনা চাই সবার
0e01831f0c	282d3	সাধুবাদ জানানোর পর
0e0334bddf	ad98d	দিবস
0e0344ca74	880ae	সেই সম্পদগুলিকে
0e03c4fd01	60b9d	মহারাণা সংগ্রামসিংহ বাবরশাহকে
0e042f3805	6aac8	চতুরঙ্গ পড়ত
0e05a9ee45	80539	নির্দেশ দেন
0e05b16734	fd880	রাজস্থানের পক্ষে
0e05cb1bfa	09b32	অলৌকিক দরবার শরিফ ঘুরে
0e0648d49d	967fd	বুঝতে পারছি
0e0653cc1b	06bb7	এখানে হুবহু তুলে দিচ্ছি
0e06a492a9	4fd66	ফারজানা কবির খান স্নিগ্ধা
0e06b6a69c	2bd99	কেকে বসিয়ে
0e06b9723d	06ea3	ভাসানীর ১৩৩তম
0e06bc3579	616ec	দাদাগিরি গুগলি প্রশ্ন
0e06d55119	efc0d	উপস্থাপিত হয়েছে
0e078f8e0d	75f18	ভাইস প্রেসিডেন্ট
0e07af5e20	e6203	১ জোড়া অ্যালোজোম থাকে
0e07c70d0e	38d3a	পরীক্ষা করা হবে
0e07ca93e6	4bede	তিনি এশিয়ার অন্য কোনো
0e07dcac91	d8c80	ঠাকুরঘরের পিছন দিকটায়
0e07fea3a9	7d133	নিয়মিত কারাগারে যেতে হবে
0e08547794	f2780	বর্ডার গার্ড বিজিবি
0e0884502e	2f547	কালো দাগ ছাড়া
0e0887379a	b78ec	মোটরসাইকেল
0e089fa4ff	c5dc8	আবেদন করে রাষ্ট্রপক্ষ
0e08afc77f	fcc89	ঘুরে দাঁড়াতে পারেন
0e09501af7	cc9fd	ডিফেন্সিভ মিডফিল্ডার লুইস গুস্তাভো
0e09bf486f	4164f	আরও নাশকতা করা হতে পারে
0e09bf9061	b08d0	তাহাকে বুঝানো
0e09c67f0a	c41d8	পুরো হাটের এলাকা
0e09c943b7	f658d	পুনর্বাসন প্রক্রিয়ায়
0e09d47535	ea8fa	স্বাভাবিক জীবনে ফিরতে
0e09e38a04	442b7	জনাব আহমদ রফিক
0e0a6ef5ec	4e900	হারকিউলিস নামের ঐ সামরিক বিমানে মূলত সেনা কর্মকর্তা ও তাদের পরিবারের সদস্যরা ছিলেন।
0e0a81ba09	da6f0	এবং সেখানে কে আসবেন
0e0aadecca	3fce2	সালাফি মতবাদের
0e0b165e96	95f83	রাজনৈতিক দাবির পক্ষে
0e0b41fd18	8632b	খাস কামরায় আলাদাভাবে
0e0b510a68	d9081	বাঙালি সাহিত্যিক
0e0c6f0008	0b7ca	আমার একটি ধারাবাহিক
0e0cec49d9	24f73	অর্থমন্ত্রী আবুল মাল আবদুল মুহিতের সঙ্গে
0e0d541b1a	aabe7	প্রস্তুতি নেয়
0e0e0285a9	46da4	বইয়ের জন্য তিনি
0e0e34ab4a	c5479	তৃণমূল ঘনিষ্ঠ এই চিত্রশিল্পী
0e0e352965	91b16	লেখালেখি বন্ধ করার
0e0f5279f6	f143a	সাধারণ গ্রাহকদের
0e0f999846	086dd	মাসব্যাপী প্রতিদিন সন্ধ্যায় থাকবে
0e0fbc6f78	06e62	ট্রাইব্যুনাল গঠনের
0e0fd12d59	e43d4	বাধা দিয়েছে পুলিশ
0e0fd629f1	17ca1	গোপনে ভিডিও করা হয়
0e0fe3929e	9f25e	কোরবানী করেছেন
0e0ffaf88e	089ef	হুজুর
0e10878135	194f5	দেয়া হচ্ছে ব্যবসায়ীদের
0e108c2290	0edef	নিয়ে আলোচনা করব
0e10cd34ad	ca088	আমি আর আমার বোন মিলে
0e115f0b31	b8bdd	বাবুল সদর উপজেলার
0e11fd9f8a	410fa	গোজি স্মার্ট লক
0e12250e34	590d0	পাকিস্তানী বাহিনীকে
0e1266795d	23291	মাওলানা সিরাজুল ইসলাম
0e12a2f85f	85430	তখন আবদুল্লাহ ইবনে
0e12caf0ef	9642e	বিএসএফের সাথে যোগাযোগ করেছি
0e139588c2	ca088	অষ্টমীর মেলায় নিয়ে যেতেন
0e13b41343	1279e	বাংলাদেশের গান
0e13c4c29f	91223	অম্বিকাচরণ এক কুস্তিগীর পরিবারের
0e13e0db69	9c8dd	যাবতীয় বিল-টিলও
0e141480b0	086dd	তরুণ প্রজন্ম ও সরকারের কাছে
0e14963f13	2ee04	বলতে পারছে না
0e1498d94f	323f1	ক্র্যাচে ভর দিয়ে
0e14da9df2	57d54	তারা নগরবাসীর সেবার বিষয়টি
0e15221fc8	7ee9b	পুডিং
0e165cb7d2	4c555	দ্বিতীয় পর্যায়ের কাজ শুরু হয়
0e179b1ee0	61820	পরে আশুলিয়া থানা পুলিশ
0e17ba83fa	f2097	দুজনের মধ্যে বন্ধুত্ব, প্রেম
0e17d5daef	92bb2	প্রথমে রাঙামাটি সদর হাসপাতালে
0e1868579d	68549	ওই অবাক হয়ে যাওয়া পর্যন্তই
0e18cdd460	3bea8	মোহাম্মদপুর টাউন হলের কাছেই
0e195b6128	2d98b	দ্বিতীয় ও শেষ টেস্টে
0e196efd7e	56508	অনুবাদ হলে
0e19816ff1	355c1	দুষ্টুমিরা পদে-পদে
0e19a3f58e	eb179	পশ্চিম, মধ্য ও
0e1a8067fc	b8fe1	নৌকার মাঝি বদল হয়েছে
0e1ab09dc9	acb88	ইউনিকোড কোড
0e1abed5cb	39dd0	অহিফেন তিক্ত হইলে
0e1accb96b	745b7	লোকসঙ্গীত শিল্পী
0e1b1c7445	23b22	এয়ার কুলার
0e1b762dfe	a916a	যে দেশের সাহিত্যে
0e1baf7e89	80505	তাইলেতো আমার
0e1c4d7b26	ca831	পাকা
0e1c7e478d	52578	ফ্লাড লাইট বন্ধ হয়নি
0e1c98a83e	59c73	গ্রন্থাগারের সঙ্গে
0e1c9a4e25	7898e	ওয়াং থিনের
0e1cfac512	2fc12	তাকে হত্যা করে ঘটনাটিকে
0e1d63c043	16e96	এসে তোমাদের নিয়ে যাব
0e1dacf727	80518	লক্ষ্য করিয়া
0e1ded3831	baa02	বদলির নির্দেশ দেন
0e1ea5deb2	7df87	উচ্চকিত হওয়ার
0e1eb625ec	49d63	স্কুলের প্রায়
0e1f285510	9e923	জড়িত থাকার কথা বলেছেন
0e1f508264	9e923	বার্সেলোনা ও রিয়ালের পয়েন্ট
0e1f706b6e	e68af	পুরাণের মধ্যে যে সকল পুরাণে
0e1fcbad02	3fce2	সম্ভব হতো
0e1fdcd9d3	f1ea4	স্নাতক পর্যায়ে বিভিন্ন বিষয়ে
0e1fe0b65a	e2ba2	মারত্মক আহত হন
0e20080b33	cfc65	সেতুবন্ধন হিসেবে কাজ করবে
