3a00214da2	3fae0	বিস্তৃত করবে
3a0048fa21	e03fc	সাধনার আলো ফুটবে না
3a0050a028	16cfb	সমানভাবে কাজে ও সংসারে সময় দিতে হবে।
3a00a4df30	9092b	বোকা
3a00d3bdb5	0895a	যাহা বুঝা যায়
3a01595444	388c9	অর্থনীতির ছাত্রছাত্রীরা
3a016d3941	77f82	শুক্রবার রাতভর অভিযান চালিয়ে তাদের গ্রেপ্তার করা হয়।
3a018c23de	430b2	পাকিস্তান ভারতকে
3a0223be57	c2082	এই তিন শ্রেণীর দেবতার
3a027a0114	4164f	তাকে ঘিরে
3a02911c43	7b132	নতুন এই আইন করা হলো
3a02c37eef	d3e06	প্রতি রোববার থেকে বুধবার
3a03544b35	12702	বাইর হইতে পারিনা
3a03879bea	18a52	ডাউনলোড করা যাবে
3a0388d6d9	8ba2b	ইকবাল হোসেন বলেন
3a03c792c3	7f2ef	আমরা তিনজন একসঙ্গে
3a03caf9e7	b618b	বিভিন্ন অর্থনীতি বা প্রক্রিয়ার মধ্যে
3a03e6f130	80be1	বিষয়টি নিশ্চিত করা
3a047dcfef	7ed14	ভাড়াবাড়িতেই আমরা
3a04abbdb1	943de	প্রতিবন্ধী শিশুকে
3a0518f9f6	8c07c	লম্বায় ২০ থেকে
3a053d4521	65e30	১০ লাখ টাকার ক্ষয়ক্ষতি হয়েছে
3a056f6ab2	15a75	তিনি ডান-বাম উভয় দিকেই
3a05db4a5d	88654	অস্বচ্ছ বিষয়গুলো
3a062b9797	1cb75	১৭ জন এতিম মেয়ে
3a0662284d	b8ed8	এখানে অনেক শহীদের
3a06759b31	9d7bf	সুকান্তের মৃত্যুর ৬৩-বছর পরে
3a06e7dd23	e00db	হাতে তুলে নিলেন বৈঠা
3a07602a17	31f2a	নিরাপত্তার কথা বলেছে
3a07674b06	6973e	তখন আমি খুব কেঁদেছিলাম
3a07c81c14	a46e2	তাঁহার তিনটি কন্যা
3a07e15003	06736	স্থানীয়রা জানিয়েছেন
3a084cb8aa	8edea	কলকাতা, পশ্চিমবঙ্গ
3a086d441a	d5f7b	ঘোষণাটি তারা দিয়েছিল
3a093064c5	d1a48	অজিত দত্ত নিয়মিত
3a09307d7c	c3cb3	স্লোগান দেন কর্মীরা
3a093ba531	91dff	কখনো কখনো হালখাতা করেন
3a099403b5	693cb	মূল খেলা শুরু হবে
3a09a8319b	730c3	বিশ্ববিদ্যালয়ের অফিসার সমিতিও
3a09cce001	49d63	তারা রাষ্ট্রপতির কাছেও
3a0a358823	b8ed8	ট্রান্সপারেন্সি ইন্টারন্যাশনাল
3a0a886161	efc0d	প্রতিবাদ জানিয়ে আসছে
3a0ada759d	1cb75	গুপি গান ধ’রে দিল
3a0b42015f	943de	প্রধান অতিথি থাকবেন
3a0b4305da	29f8c	গফরগাঁও উপজেলার
3a0b54c667	60f77	বর্ডার গার্ড বাংলাদেশ বা বিজিবি
3a0bb81818	46d49	ট্রেনের দুই চালক
3a0bcf1249	c8f7f	আশ্রয় নিতে বাধ্য হন
3a0c6be89d	698ff	বদলি হয়েছেন
3a0cf8e502	92f59	অনেকেই অবৈধ অ্যালকোহল
3a0d1151fb	948d3	চট্টগ্রাম বন্দর কর্তৃপক্ষের চেয়ারম্যান
3a0d5055fb	b00ba	সৌদিয়া পরিবহনের একটি যাত্রীবাহী বাস
3a0d941cf9	f0f95	অক্ষয় কুমার সালমান খান
3a0de7c3a9	509f6	ডক্টরেট ডিগ্রিধারী ছিলেন না
3a0e0d6bb1	ab946	চুপ হয়
3a0e3810e6	18460	অর্ধশতক পূরণ করেন
3a0e43804f	d5f7b	তারপর নিজের গামছাখানি দিয়ে
3a0ecbda46	0c39f	বড়দের ৫৫০ থেকে ৭৫০ টাকা
3a0f438a14	06527	তারা বারবার বিষয়টি
3a0f86e47b	10a9f	অর্কুট নির্মাণ করেন
3a0faa37fd	698ff	নাম লিখিয়েছেন ব্যাটিং ঈশ্বর
3a0fed189f	dba43	বিরোধী দলীয় নেত্রীর
3a1003d865	0f047	অভিধান
3a10abfb60	cc18a	বাঙালিদের ছেড়ে যাওয়া
3a10be9571	77f82	টুইটারে দেওয়ার পর থেকে
3a1136dfed	57d54	অক্টোবর ২৮, ২০০২ জীবন কালে
3a126d99d6	bdfc1	দেশি-বিদেশি বিভিন্ন সংস্থা
3a13ee998e	f837a	এটা এমন নয় যে
3a143ddd05	ac904	এটা নিয়ে সরকারি দল
3a1451fce1	6da0a	ক্লাস ও পরীক্ষা
3a14b234ff	c1e30	ভোট গ্রহণ করা হবে
3a14c1df14	c3cca	সেই দড়টা টের পাওয়া যাচ্ছে
3a14d3eb9f	b8bf0	শংকরপুরে একদিন
3a15120a83	491a5	থেকে যায়
3a1548c771	dfefa	প্রশাসনিক আপিল ট্রাইব্যুনালের
3a154b7f69	32b3e	স্যাটেলাইট থেকে পাওয়া
3a15eda58b	b9a81	সাইনোসাইটিস্ ও এজমা দেখা দেয়
3a1637baae	e50f1	তারপর তিনি বলেছিলেন যে
3a166f500e	0bace	বিদ্যুৎ যদি উৎপাদন করতে হয়
3a16b2718b	24aed	দক্ষিণ সুদানের সেনাবাহিনীর মুখপাত্র জানিয়েছেন এখন পর্যন্ত যুদ্ধবিরতির কোন লক্ষণ দেশটিতে নেই।
3a172600f6	58998	অন্যতম কবি
3a1749771c	d7a68	যাহার চিত্তশুদ্ধি হইয়াছে
3a1763df47	e3d8b	ভাগ্যদেবী যেন আতাউল করিমের জন্যই
3a18dc3db5	c11b1	পাশাপাশি তার
3a18f0ae43	717bb	৬শত শিক্ষক
3a1930a4e5	7b60a	বড় বড় করে লিখলেন
3a19eb6858	1c618	মৃত্যুর সাথে তিন মাস লড়ার পর ৮ই অগাষ্ট প্রাণত্যাগ করেন রানা প্লাজার গার্মেন্টস শ্রমিক মনোয়ার হোসেন।
3a1b117876	93bf3	জাহাজটি রক্ষার জন্য
3a1b5edb18	fda1a	নিয়ে যাওয়া হয়েছে
3a1b66af24	1f733	অভিশপ্ত করিয়া
3a1b6d53b6	c3cca	একসময় শ্রমিকদের সাথে বসবাস
3a1c01e71d	60f77	অসন্তোষ ক্রমশই বাড়ছে
3a1c639e07	287bd	অ্যালুমিনিয়াম রূপার মত
3a1d3c5789	a4750	সমাজের পূর্বার্জিত
3a1d779425	13b70	আন্তর্জাতিক আয়োজন
