8000049643	ff1c3	মধুচন্দ্রিমা করে আসার পর
8000562c4b	1f974	বলা চলে
8000a63925	2909b	স্থানীয় লোকজন
8000fef2d3	a06a1	ইত্যাদি মানসিক
80012b3876	22096	গত ৬ মার্চ বাসা থেকে বের হওয়ার পর নিখোঁজ হয় ত্বকি।
800148c913	64092	রিমান্ড মুঞ্জুর করেন আদালত
8001590347	0c39f	বাংলা বানান
80018ebff8	0606d	সরকারকে অনুরোধ জানানো হবে
80018eea33	967fd	আফগান দলের অনেক খেলোয়াড়ের
8001cd94b8	7297e	অভিনয় করেছেন তিনি
800213beb7	0a87a	দেরিতে হলেও
8002308f4b	616ec	উঠে গুপি
80024fecff	10a9f	নিহতের পরিবারের পক্ষ থেকে
8002685fe8	baa02	বাণিজ্যিকভাবে ম্যানিলা হেম্প
8002722bdb	153c9	মাস আর্টের একটা সম্পর্ক আছে
800355d6ff	9e923	রাজনীতির কি বোঝে
800393af08	33814	আপনি আজ দুপুরের বিচারসভায় যাবেন
8003b5ade2	09f0d	তিনটি ক্যামেরা ভাংচুর করা হয়
80040f49ce	8845d	একই কাজের
800434a6bd	cc18a	ভোটগ্রহণ শুরু হয়
8004513817	5d12f	টেকনাফ উপজেলা স্বাস্থ্য কমপ্লেক্সে
80046ef914	1f733	সম্ভবত দৈনিক বাংলা বলল
8004bd3613	68ab7	লবণ একসঙ্গে মিহি করে বাটুন
800521f4dd	2d78f	যানবাহনের এবং বহনযোগ্য
8005f1e9f3	d9b11	পাঁচরুখি বাজারের দক্ষিণে
8006253f3c	3fc9d	স্থূলতার কারণে
80063d6315	b8bba	অক্টোবর ৪
80065573dc	25696	হরতাল শিথিল করা হয়েছে
8006955eca	80518	পুলিশ শহিদুলের লাশ উদ্ধার করে
8006d7d9a5	60b9d	অচল হয়ে পড়ে
8006faa7ad	cd3ac	খেলোয়াড়ের নামের
80071b8389	7df87	ফয়জুল ফার্নিচার মার্ট নামে
8007f91e7e	ce180	গবেষণাটি নিঃসন্দেহে
8008b05ce6	e68af	মেসির ছবি
80091a367f	23291	চতুর্থ অধ্যায় লেখার পর
800936bbe7	d9b11	আইনি সহায়তা দিয়ে থাকে
80096943cd	4237e	গড়ে উঠেছে একটা সম্পর্ক
8009959d8c	65652	ধর্মপ্রাণ মুসলিম সৈয়দ
8009b9d26b	cf82a	তার জল বেজায়
8009c330ef	d2355	রক্তবাহদের চতুর্দিকে
8009d2db4f	ac904	সেটি আমি বলতে চাইনা
800af985a3	509f6	আর কয়েক ঘন্টার মধ্যেই
800b87b1e9	0d4cb	জনগণের ট্রেনে না উঠে
800bf8715b	f1ea4	আমরা পেতাম
800c01d12c	3ec4d	মোহাম্মদ নাসিমের আবেদন
800c859daf	e7230	নিরাপত্তার ক্ষেত্রে
800d0ca397	5dec6	সত্যিকার মানবতাও নেই
800e04abc7	b8fe1	সুপার মার্কেট চত্ত্বরে
800e98c0e1	f83df	মন্দ কিছু শুনিনি
800ed90eaf	2ad74	হল থেকে
800f6cae7d	9092b	বাংলাদেশকে ১ কোটি
800f98c827	4237e	হামলা চালানো হয়
800fdd686b	3fc9d	কালো চুল, কালো মুখ
8010fc584d	282d3	ঢাকা এসে দেখলেন
801102fc0f	85430	ডিউটি অফিসার জানান
801243f288	4fbd1	এই কাজ করতে বিরত থাকারও
8012904961	0895a	রসায়ন রেস্টুরেন্টের সামনে
8012a444ad	ce775	স্বামীকে হারিয়ে
8012b80479	5a61c	১৯৯০ সালের পর হলটিতে
8013058f47	91223	সুকুমার বিশ্বাস জানান
801328f4a9	3fb17	পুনর্বাসিত করা হয়
801353c6fd	6ee5f	একটেল ও ক্লিয়ার শ্যাম্পুর
8013d5583c	a0277	কেউ সংস্কৃতির
8013dd245f	76329	এরপর জাতীয় পতাকায় মোড়ানো
80140477cc	85430	মরিচ
8014705961	4ea73	গোবর ভরে দিয়েছে
8014732bbe	420df	ধারণ করে
8014c2001f	7d3e1	একটি বড় খোলামেলা
80158c7002	10a9f	এনে দেয়ার কৃতিত্ব ধোনির
80159a1e42	aabe7	তাঁহার ছিল
8015f6a613	ac904	স্পিনার ভালো করেনি
801653aec1	e43d4	ভাল প্রাকৃতিক পোতাশ্রয় আছে
801654d809	2f547	এ আয়োজন নিয়ে
8016771efb	0633a	কেউ নয়
8016e5a86a	8632b	তার মধ্যে একজন ছিলেন
8016ec4e07	06e62	মাইকে তা শোনানো হচ্ছিল
8016eeaad7	75f18	বাড়ির সবার আবেগ প্রচন্ড
80174045fa	92bb2	অপছন্দের বিষয়টি
8017606dca	c6848	সুভাষ কান্তি দাস জানান
