70002f1e90	355c1	প্রধানমন্ত্রী কিভাবে সরবেন
700084581f	f2780	গুলবাদিন নাইব ও নাজীব তারাকাই
7000968ca8	f2b7d	এখানে আসার পর
7000a05c24	bc81e	লিকুদ পার্টির সঙ্গে মতবিরোধ বাড়তে থাকলে ২০০৫ সালে অ্যারিয়েল শ্যারন তার দল ছেড়ে যান।
7001050944	195f7	এভাবে হত্যা করতে পারে
70019af8bc	75626	খিচুড়ি রান্নার রেসিপি
7001b3ae60	7df87	কয়লাখনির শ্রমিকদের নিরাপত্তার বিষয়টিকে অবহেলা করেছে বলে সরকারের বিরুদ্ধে অভিযোগ এনেছে বিক্ষোভকারীরা।
7001fd7255	0744c	রাহীর সঙ্গে পরিচয়ের সূত্র ধরে
70023ac8ca	c4973	১৬ মিনিট আগে
7002457b41	91ac1	একজন ইংরেজ
70025e9664	9065c	এশিয়া দই
7002715b75	c3cca	ইন্ডিয়া ট্যুর
70029c2dc9	ac0df	রুরুকে সকলেই কেন এত সুন্দর বলে
7002a9a7b5	6aac8	ছবিটি পোস্ট করার
7003b4c903	b8bf0	পয়েন্ট তালিকায় শীর্ষে থেকে
700476f359	d0c70	ওর আনন্দমোহনে
70052e4484	5cb47	নানান বিষয় নিয়ে
70054a2231	d136b	থানায় তাকে
7005d76486	5d80e	ইউরেনিয়ামের তেজষ্ক্রিয় ক্ষয়ের মাধ্যমে
7005ec49a6	11bd2	সেই মহাক্রীড়ার
7006761b5d	d7a68	ঈষৎ প্রলেপ দৃষ্টিতে
7006775b92	93080	লিকলিকে ছেলেটিকে
7006979bbc	ec91c	অবৈধ অভিবাসীকে
7006c9f872	7027a	ঈদের জামা কাপড় পরতে
700709c74e	f83df	চালু হবার পর থেকে
70071aa05b	af81d	ব্রিটেনেও বহু মানুষ এখন নিয়মিত জিমে যাচ্ছেন।
70089eaa24	8c07c	বাংলাদেশে গতবছর
700905bf16	e9759	তেঁতুল বেছে নিয়েছে কেন
7009a1484e	b9122	শুধু বাংলায় নয়
7009d12383	7e1d5	সচেতন মালিকদের ভূমিকায়
700a77d228	08458	ব্যবস্থা গ্রহণের জন্য
700a7e1c52	730c3	মজার প্রেমের কথা
700ac62571	948d3	মৃতের সংখ্যা দ্রুত বাড়তে পারে
700b192a39	1de6c	আজকের সংবাদ
700c18a957	321b6	অনেক দেশ থেকে
700c418bb5	32c77	সোমবার দলের সঙ্গে
700ce9c597	17ca1	সাজানো হতো ব্যবসা প্রতিষ্ঠানকে
700ced66db	d9817	অনেক আগে থেকেই
700d2cff33	80539	প্রকল্প প্রদর্শনসহ নানা আয়োজন
700d336327	aa820	পটুয়াখালীর সৃজনী বিদ্যানিকেতনে
700d3d41a3	f143a	নিরপেক্ষ কোনো দায়িত্ব
700d9a19a2	323f1	জেলার দুই হাজারেরও বেশি পরিবার বন্যায় ক্ষতিগ্রস্ত হয়েছে।
700da2d4fc	5dec6	বিস্ফোরণ হয়
700e2bcdc3	967fd	অভ্যুত্থানের নেতা
700f51d596	29f8c	জাদুঘর করা অত্যন্ত জরুরি
700fd68c15	f4ba7	লাভ করতে পারে না
700fe5221d	75626	কলকাতার একটি গুরুত্বপূর্ণ রাস্তা
70103793bc	c3cb3	তার বিখ্যাত নাটক
7010413d20	c0d65	যখন রানা প্লাজায় কাজ করতাম
70107167ce	3b1f7	বডি ম্যাসাজ
7010aba876	80be1	ঐ রকম দীর্ঘ এক কাহিনী
7010aea063	d136b	দেয়া হবে না
7010f0f8f1	3ccf1	রাষ্ট্রীয় অপর গোয়েন্দা সংস্থা
7010fbf14b	16e96	অংশ নিয়েছেন
7011230d07	98b81	আপনি শিব্রামের গল্প পড়েন নাই
7012187ad6	e6752	ফেরত দেয়া হয়
7012bc6b7d	bdfc1	৩৩টি আসনে
7012ee68f2	e00db	৪৯ ওভার বল করে
701336101e	7d004	ঘরোয়া মেয়ে
70133a7b58	1a4a9	খরচ করেছিলেন বলে
701347efb3	23291	আবুলের চার-পাঁচ বছর আগে
7013aeba39	4c555	এখন পর্যন্ত প্রায়
70140aecd6	f7a7f	সেই কুচুটে ছেলেটির বইখাতা
7015195b8e	7c272	পাব, চৈত্রে গিয়ে
701520afee	25696	ক্রসিং পার হওয়ার সময়
701521ac5d	9642e	মেছুনীর ঝুড়ি ধরতে এলে
70156b2eec	4a67e	নির্বাচন কমিশনের
701591380f	3fc9d	তাঁহার হস্তে রহিয়াছে
7015a2f20e	1c618	নানা কোনওদিন
7015b93b7d	0744c	খোলা বইয়ের পাতায়
7015c1b481	4c1eb	তাঁর নামানুসারে
7016112c41	baa02	তিনি ভারতীয় ক্রিকেটার
701615eb77	0e637	প্রযোজকের দিক থেকে
70163ada5f	61820	৭২’র সংবিধান
7016ccf207	6c17f	আমার জীবন নির্ভার নয়
701723d9ce	d3e06	এ অবস্থায় আমি প্রস্তাব দিলাম
701742a262	b8bdd	সীমা ১ মাইক্রোমিটার
7017c58b10	9fa90	মাস্টার
7017ff0e2a	239f7	এসব অভিযোগের পরিপ্রেক্ষিতে
7018528cb3	18a52	তরবারী
701882de4b	6d129	যেসব শ্রমিক
70189056a8	a699c	উইকেট পেলে
7018d8d6a4	16877	দিয়ে আসছে
7018e1be87	0d8c1	জড়িত দুর্বৃত্তদের
701965b686	9351a	ঔষধি গাছ
7019b61fa3	7c272	যাদের মধ্যে একজনকে
7019c01b45	0f047	স্পষ্টভাবে রয়েছে।
7019cda057	32c77	মুদ্রা
7019f9d950	c4973	নামানোর আগে
701a0068d4	ff1c3	একাত্তরে মুক্তিযুদ্ধের সময়
701a0e5ef1	948d3	পুলিশের সন্দেহ
701a4bac46	eb179	কাতালান অ্যান্ডোরার
701a7c3c12	29089	তারা এখনও অনেক দূরে
701af79c7f	0f047	কণিকার সঙ্গে
701b27ddab	5e80b	পৃষ্ঠপোষকতায় রক্ষণশীল
701b79a14f	ee4ad	বের করেছিলেন
701bcf1788	ce775	সুব্রত রায় বলেন
701c3aaa52	f600a	আগামিকালের এই রায় হবে
701c3f9918	2909b	বেবুনের আসল বাড়ি আফ্রিকায়
701c545332	287bd	টেনশন
701d4ea932	bc81e	পুলিশের সঙ্গে
701da8a93a	c2082	স্বরাষ্ট্র মন্ত্রণালয় সম্পর্কিত
701df55952	57d54	বিরোধ ছিলো
701e0115c2	28dfc	মাহি এখন জনপ্রিয়তা
701f1153f0	3fb17	ভয় নাই
701f93d48c	9d7bf	এর প্রায় ৩৬ বছর পরে
70204c62c7	ca831	বলিউড ওই জায়গাতেই আটকে গেছে
7020eec96e	dfefa	না করানোর প্রচলিত সংস্কৃতি
702112250f	32c77	তাঁর সবচেয়ে বিখ্যাত বই
7021c691e0	98b81	বিখ্যাত চলচ্চিত্র
7021e8e45e	f143a	২৮ ম্যাচে ৭৫ পয়েন্ট তাদের
702278ea61	f29bf	আছি আমরা
7022a4cfe1	bcaa8	বৈঠকের ব্যাপারে
7022c31192	943de	ছোঁড়া শুরু করলে
7022ecbeb0	7c272	বদরুদ্দোজা সাগর
702314b4af	9b864	ভিজে যাচ্ছে
702363dc98	7e1d5	ওই দিন মুক্তি পেল
702364ebbc	53396	বরং আজ যেন
7023872ef6	d82d9	ইংল্যান্ড ত্যাগ করে
70240613fc	903fa	প্রয়োজন হয়
70249c7af9	f0f95	কেন রোনাল্ডো অন্য ফুটবলারদের চাইতে
7024b138e1	7aed9	তখন তৃতীয়বারের মতো
7024e072be	7d133	করতে পারে
702571bce7	4c555	তাঁহারা শেষরাত্রির দেবতা
702576932f	4fbd1	ছুটিতে লাগিল
70264cc6a5	8845d	সিরিজের তিনটি ওয়ানডে ম্যাচই হবে
702652c002	b9122	বসবাস করে
70265e5b46	03284	ওয়াশিংটন পোস্ট
70269cb36c	2f547	দেশের ইতিহাসের
7026df67b1	ee7b2	মাজার
70270c2829	d41be	ডাকা হয়েছে
7027afec9b	086dd	তারা একটি নির্বাচনী আচরণবিধি
7027c98719	b8ed8	ঘটনাপ্রবাহ থেকে
702803980c	2ecf8	৫ সদস্যের আরো একটি
70287592ea	d136b	দ্রুত বিচারের জন্য
702956eb71	2fe3c	মন্ত্রীদের মুখের
702962af82	25117	সেই সামঞ্জস্যের উত্তম নজির
702a1d21c2	54cdd	সেনাবাহিনী নামানোর মতো
702afe3781	2ee04	অন্যতম বড় শহর
702ba53ce2	c2082	তা কে অস্বীকার করবে
702bb9f69c	ad2a0	স্বতন্ত্র বেতন কাঠামো
702c09e5b6	d1a48	অনেক প্রাচীন গ্রন্থে দেখা যায়
702c2a7d32	d41be	অনানুষ্ঠানিক শিক্ষাই ছিল
702c7a3b48	ba2f6	অস্ত্রসহ আটক করা হয়েছে
702cd10eaf	7027a	করা হোক
702d37fd07	e3f89	ভর্তি পক্রিয়া
702d47a960	4e900	কে কত ভোট পেলেন
702d657c7f	43fc0	বিকিরণ প্রয়োগের মাধ্যমে
702d65b0b1	59c73	যেখানে তার বাবা লিখেছিলেন
702dc1f56b	355c1	নিরীহ অসংখ্য মানুষ
702dd70d9a	6b437	ছোট আকৃতির গোল ধাতব গহনাকে
702e4d8e69	ce180	উভয় কারণেই আমি
702ee53941	323f1	দাবি করে
702f271b29	8406e	রসুন
702f763cad	520fb	অস্ট্রেলিয়ার প্রধান সমুদ্র বন্দর
70313ef463	24aed	লিখতে পারেন
7031676367	fda1a	মাধ্যমে দেখাও
703175725d	3d17c	চিঠিতে উপজেলা পরিষদ নির্বাচন
70329c1775	28bb3	বাংলাদেশকে সহযোগিতা করেছিল
7032a4477a	6ab59	এবং সময় দুটোই বাঁচবে
70330979e1	dae88	সতীশের মা বাপ আছে
703310af60	16cfb	ধূমকেতু
703338cda6	9d46f	অনেকেই জাতির পিতা হিসেবে
70338dd573	75936	শেলফ বন্ধুবান্ধবের কাছ থেকে
70346cc6b1	4bede	ক্রমাগত বৃদ্ধি পাচ্ছে
703479310a	80be1	ফাঁস করে দেয়ার অভিযোগে
70356470ca	b8fe1	তবে কি কারণে
70359fc876	16a17	সমাজ সেবা
703698aea3	ce775	১৫-২০ দিন বাদ দিলে
7036eece59	13b70	পরিচালনা করা উচিত
7036fb55cd	7027a	তাঁর পিতা
7037136f4a	fdcba	বিশ্বের সবখানে
70375716c4	b4ea7	স্নাতক পর্যায়ে বিভিন্ন বিষয়ে
7037a94c0f	43199	কয়েক হাজার টাকার সামান্য উপার্জনে
70380cf597	0895a	অনুমান করেন যে
703840d3a6	0606d	তার কণ্ঠে
7038411cc1	33814	আর, জনএফ কেনেডির নারীপ্রীতি
7038b903e4	778c0	ঘোড়ার মাংস
7039b76d7e	60b9d	একদম নূতন কোরা গেঞ্জি
7039bf6531	37e17	সর্বকালের জনপ্রিয় এই নায়িকা
7039d5191c	0e637	কাজের অগ্রগতি দেখে
703a31e382	82926	এ লেখায় সন-তারিখের
703a5f98ce	943de	অম্লের গুণাবলি আছে
703a753b49	9fa90	একটি ট্রাক আগুন দিয়ে
703a92c65f	75f18	হাট হাট হাট
703a973756	c6848	চিপনডেলস ক্লাবের পার্টনার
703a99fc7d	860f4	প্রথম দুই মাসে রপ্তানি ছিল
703ab17ff2	f2b7d	বাণিজ্য সচিব
703ae47f64	f2097	তাহার আড়ালে থাকিয়া বাঁচিবে
703b2ae71c	1de6c	চিকিৎসা শেষে
703b4b7377	18460	গত ২০১৩ সালে
703b622886	bf530	সব যন্ত্রণা, সব হতাশাকে
703db895c1	7027a	অপূর্ব সুন্দরী
703e1f77aa	11bd2	রাশি নাটক
703e53f5cc	64092	দুদক কর্মকর্তারা তাকে হাতে নাতে
703ecac80f	e7230	ফোন করলেই তো হতো
703efeca16	16e96	নবীর আহমেদ নবীর ছেল
703f50ffd9	4dd57	তিনি অনেক কিছু
703f8e036d	d82d9	কিংবা অস্বীকার করার
703ff396e2	e7230	ঘটনায় তাদের কোনো সম্পৃক্ততা নেই
7040a7e751	e50f1	শব্দ কতিপয়
704114b536	ce775	মনে করিনা
7041d08abb	8cf95	উচ্চ শিক্ষিত
7041e3defa	153c9	কার্যকর হবে
7041e4d491	e6752	এধরনের প্রতারনার বিরুদ্ধে
7041eeeed6	db735	ছয় মাস তো
704202a7fd	32b3e	তাঁকে জীবনের শেষ সময়টিতে
7042a52136	09b32	করা হোক
7042c8fbb3	ad69a	শিবিরকে রুখতে
70435a75ee	66c6b	আমি সবেমাত্র
704374deec	77f82	খুঁজে বের করতে
704388802d	c4973	ইহাদিগকে অম ও অকর্ম্মণ্য দেখিয়া
