7a00119b5f	b8ed8	সব মিলিয়ে বেশ
7a007d4e8f	256f5	১৯৬৫ সালে নেওয়া
7a01074032	e89bb	এসব মানায়
7a0158972e	cb627	গেস্টহাউজ ও রেস্টুরেন্ট
7a02274581	9065c	সরকারি সিদ্ধান্ত অনুযায়ী
7a0228089e	3fce2	সম্মতি দেয়া হয়েছে
7a02cfbe63	0696e	গতবারের চ্যাম্পিয়ন বার্সেলোনা
7a0305c547	c6848	বললেও তারা
7a031866ae	e6e48	লিমন একবার চোখ খুলে
7a035224a9	2556b	প্রস্তাবের পক্ষে ঘোষণা দেন
7a0354d641	1c618	বা সংঘর্ষের খবর
7a035800a0	b5fdc	কোনোভাবেই পাবলিক প্লেসে
7a0389ad7f	eaa7a	দ্যবিয়ের্ন, নতুন এই মৌল
7a03a8ee72	c5479	ফাইনালে পৌঁছানোর
7a03fb37fd	80be1	গাছটির বিশাল শাখা-প্রশাখা
7a04056559	5dec6	বাংলা সিনেমা
7a04a18c4f	e68af	প্রয়োজন আছে
7a04ceb608	32998	সারা রাত্রের ভিতরে
7a0517e386	e43d4	বা অষ্টক ব্যবহৃত হত
7a051d323c	92bd8	মামলা করা সম্ভব হয়না
7a055ebef9	3f875	কোন সুযোগ নেই
7a05be058e	aab0f	তার প্রভাবের কারণেই
7a05e84523	577fa	চারটি পাথরের খিলানের ওপর রয়েছে
7a0614e356	388c9	অবস্থানের সামনে থাকা জ্যেষ্ঠ কর্মকর্তারা
7a066f0fd5	80be1	করিম টেক্সটাইলের শ্রমিকরা
7a070a1fc4	2695f	বেকসুর খালাশ দেওয়া হয়
7a0727adf1	4c555	তাহাকে চোখে দেখার পর্যন্ত
7a083cfc00	8a46d	এখনো পর্যন্ত সরকারের তরফ থেকে
7a085d3214	ff1eb	রুপা
7a08bb81db	91230	পরস্পরেরর প্রতি
7a08c9ab7f	7351e	তিরিশ হতে পঞ্চাশ পর্যন্ত
7a09492d0c	7aed9	যুগল
7a0949a120	d0c70	শিল্পী মুর্তজা বশীরের সঙ্গে
7a0960407d	590d0	আনন্দের দিনে
7a09d172be	b9122	বুকের পাঁজর
7a09e34d95	7898e	নিরাপত্তার যে অভাব
7a09e65c25	cb842	চির নতুন হিসেবে ধরা দেয়
7a0a4463d8	0d9f1	ঘোষনা করা হয়
7a0a65252e	b9b98	সুপ্রিমকোর্ট বারের সভাপতি
7a0a891bbf	509f6	নখ
7a0a9970dc	a916a	সে জন্যই
7a0baf9461	c3cca	পরিমাণের সহিত
7a0bbdc709	1b359	অন্যতম আলোচিত-সমালোচিত কাব্যগ্রন্থ
7a0be102fc	91ac1	পরিচালক হচ্ছেন
7a0c782081	28dfc	গ্রাতস একটি গুরুত্বপূর্ণ
7a0cffecd5	e00db	এরই এক পর্যায়ে
7a0d3e89f3	80518	কিনে আনেন
7a0dafd396	a46e2	পুরোপুরি রক্ষিত না থাকায়
7a0dcef783	c7a89	অন্যদিকে ছোটভাই
7a0de55d8d	2c9c5	মামলা শুরু হয়
7a0e456a6d	a3a6d	বিশেষভাবে তা চাইছি
7a0e4d20a7	24aed	শুকাতে অনেক দিন সময় লাগে
7a0e95944d	2840e	সংখ্যালঘু সম্প্রদায়ের মানুষ
7a0eb9904c	17ca1	পলিটিক্যাল-রোমান্টিক ছবি
7a0ecca5af	1a2a1	কে জানত এর সঙ্গে সংশ্লিষ্ট
7a0f33dae2	03284	ছোঁড়ার মত ব্যাপার
7a0fc6ebfc	4237e	গৃহযুদ্ধ শুরু হয়ে যায়
7a105de716	c5479	ক্ষুন্ন করার অভিযোগেই
7a10796542	bbb22	রিক্তা সংসার করে আসছিলো
7a1086fb0a	85430	ঢাকার বিভিন্ন স্থানে
7a10dd2914	1cb75	অন্যান্য প্রাকৃতিক সম্পদ সমৃদ্ধ
7a10e1c743	c463d	যায় আসে না
7a10f7385f	16a17	সকলই মাধুর্যময় করিয়া তুলিয়াছে
7a11091d34	f1ff2	সেনাবাহিনী প্রধান
7a114a9bea	693cb	অনুষ্ঠান শেষ হয়
7a1198e818	16877	ফুলগাজী
7a11ebd4a4	0d4cb	গোলের পর উৎফুল্ল মেসি
7a123dc9b2	730c3	ঐ কোর্টের বিচারপতি
7a12d5e527	ce775	টেক্সাসের সল রস স্টেট ইউনিভার্সিটিতে
7a1378390a	ff1eb	তবে এগুলোর
7a13f46123	7f71c	দরকার হয়নি
7a142b6fc8	388c9	ব্যবহার কমছে না
7a145ce538	da6f0	টালিউড নায়িকা কোয়েল
7a1463b3e2	52578	দক্ষিণ মেরু কেন্দ্র অবস্থিত
7a146e9143	948d3	এল রাজাগোপাল তেলেঙ্গানা
7a14b84b37	28dfc	সেই অবস্থান উঠেও যায়
7a14f2bb5f	ec91c	বলবিদ্যা
7a1500e542	730c3	মাইন্ড করবেন না
7a15026b49	f1ff2	এস্থলে পার্সী নারীদের
7a1534b28a	7b132	এখনো তার
7a1552fdfb	7d004	গেতুঁর বাপের
7a155589a6	7b900	সমস্ত হোম্স্-কাহিনীর ছবি
7a161baebd	e9759	শিরী সাবিত্রী
7a169d7d1d	9d46f	আকাশের ছোট্ট একটা অংশে
7a16a88654	a1d4a	এই জোট গড়ে ওঠার ক্ষেত্রে
7a16d630bc	dfefa	অসহনীয় শারীরিক যন্ত্রণার পাশাপাশি সামাজিকভাবেও অবহেলা এবং অবমাননার শিকার হন নারীরা।
7a1737cf3d	6d129	আপনার বিশেষ আমল
7a176f6b60	c958a	সব ভরণ পোষণের ভারও
7a17970e64	2bd99	ঈদ মানেই
7a1797d7f4	54e68	কিছু বড় সাপ
7a187d1615	1e7c6	সে জন্য পত্র লেখেন
7a18a000bd	4fc91	সাধারণ গ্রাহকদের
7a18b71736	7d133	সে তো বলাই বাহুল্য
7a18f2e32e	29f8c	ভিডিওচিত্রে দেখা যায়
7a199608d2	0a7a0	জর্জ এভেরফ,
7a199b24db	4c1eb	বিনোদ বিহারী চৌধুরী
7a19c26f00	0bace	দীর্ঘ এই ৭০ বছরে
7a19f7a22d	943de	সামরিক ক্ষেত্রে
7a1a0b35cb	0744c	নানির বাড়ির সবাই
7a1a0feb96	e754e	সুরক্ষা দেওয়ার জন্য
7a1a4ced69	25696	নিজে থেকে এগিয়ে গিয়ে
7a1a938da5	91b16	আকাশে চাঁদ উঠলেই
7a1ad3eb51	7898e	ব্যাচেলর অব মেরিটাইম সাইন্স ডিগ্রি
7a1b1b7893	3f493	দ্বিতীয় কক্ষের অন্যতম আকর্ষণ
7a1b224f72	ee994	যুগ্ম কমিশনার
7a1b28a863	f83df	কোন কোন সংবাদকর্মীকে
7a1b3aa18b	e2f12	অর্থ গ্রহণ করে না
7a1b572881	68549	সৈয়দ বেলাল ছিলেন
7a1ba0e8a3	3c897	পুরী যে পরিস্কার
7a1c311e56	14d25	এখনও চূড়ান্ত হয়নি
7a1c49cf33	e6752	তৃতীয় স্তরের নাম রঙিন গোলক
7a1c9067f2	dfefa	প্রতিক্রিয়া
7a1cfe1fa4	06527	সর্বশেষ ইউক্রেইন নৌঘাঁটি দখলের পর
7a1d05eca7	256f5	খেলার ছলে ওই জীবন
7a1d86362f	274ee	এটা স্টাডি করতে হবে
7a1df9ea2a	698a4	হত্যাকাণ্ডের স্বীকারোক্তি দেন
7a1e615f3b	355c1	চুল পড়া থেকে
7a1e9358fb	ad050	ভিলেন
7a1eac3ba3	c5479	উপরিকথিত প্রথানুসারে
7a1ec6be22	32c77	পাওয়া গেছে বলে জানিয়েছেন
7a1f05b4ea	49d63	অ্যাকর্ডের পরিদর্শনের পর
7a20523edd	bcaa8	অক্ষয়চন্দ্র চৌধুরী
7a205a9cdb	4dd57	পড়ে রয়েছে একটা শিশি
7a206c3851	ff1eb	আমার দেশের
7a20ba02d8	b9b98	চার দিকে চারটি সিগন্যাল পোস্ট
7a21cfd320	22096	সম্ভব হয়নি
7a21d53c07	c3cb3	নির্বাচন করবেন বলে
7a227d0e87	03284	সহকারী প্রতিষ্ঠান হিসেবে
7a2286d5ec	35ef3	ধাপকে বোঝায়
7a22f851a1	ef4f8	সেই সঙ্গে বাইরের প্রকাশকদেরও
7a2309c30e	71522	দেবতারা আকাশ থেকে
7a23a9b461	967fd	আমার খুব মায়া হতে থাকে
7a23b2ce80	28dfc	আমাকে দেখে দেখে হাসছে
7a23ea2e4c	4164f	এমন কথা বলার সুযোগ
7a23f3ad4a	9e923	সুষ্ঠুভাবে বাস্তবায়নের জন্য
7a2416dfcd	fcc89	রাখা হয়েছিল
7a24fec18e	11915	শ্রীলঙ্কায় ২০০৭ সালের বাজেটে
7a251bffcd	11915	যুগান্তর পত্রিকা
7a25af3457	693cb	এক ঘণ্টা আগে
7a268f3b0a	6aac8	পুলিশ কর্মকর্তা
7a26ac8bad	287bd	ওই তিন কর্মকর্তাকে
7a26cfd9bf	d9817	তাহা তখনই বিলুপ্ত হইত
7a26e93449	bdd05	আদিলুর রহমান খানের স্ত্রী
7a27672a54	ca831	আমার অভিজ্ঞতার সঙ্গে সম্পর্কিত
7a27858f98	ff1c3	কাম
7a28b1a7e6	f1ea4	এটি সহ দু’টি মামলার
7a28c37508	355c1	বাংলামেইল২৪ডটকম/ কেএস বরিশাল: বরিশাল পলিটেকনিক ইনস্টিটিউটের তিন শিক্ষার্থীকে দুই বছরের জন্য বহিষ্কার করা হয়েছে।
7a2911d7c2	a0277	গতকাল একটি অনুষ্ঠানে
7a29f05abf	35ef3	একটা অধ্যায়ের
7a29f560ea	6ee5f	প্রাণবন্ত বিতর্ক হয়েছে
7a2a8262a9	46d49	পেঁয়াজের দর কিছুটা কমে
7a2ab065e1	43fc0	ডাল ব্যবসায়ী শফি মাহমুদ
7a2ac23aa6	351dd	আশ্চর্য, পণ্ডিতমশাই
7a2b0583c3	d9ba9	একই সঙ্গে তিনি কথাসাহিত্যে
7a2b0ccf65	6ee5f	এমন প্রাপ্তবয়স্ক মানুষ
7a2b6010fa	52f27	গরিবদের কথা মনে হ’লে
7a2ba53d52	e754e	প্যারিসের সঙ্গে
7a2d80af87	c4973	চুক্তি করতে হবে কিনা
7a2d964977	ef4f8	জবাবে সানজিদা শশী মনে করেন
7a2db95089	6fb36	রচিত হইয়াছিল
7a2de37786	086dd	অনুরোধ জানায় যুক্তরাষ্ট্র
7a2e3d3e4f	37d7e	রাজকন্যা তাহা জানিতেন কি না
7a2eac70d2	e00db	মাঠ ছাড়িয়ে
7a2ef3cc2f	2556b	তিনি চাকরি করছেন
7a2f691d35	0d4cb	সর্বশেষ যোগ হয়েছে জাপান
7a2fadbccf	ea5be	মা বুঝে পান না, কেন
7a2fea7c4b	16877	মন্ত্র
7a30369df8	28bb3	পড়তে হয়েছে নানা বিড়ম্বনায়
7a30678bca	0c39f	মাতোয়ারা ছিলেন বহুকাল
7a308cc5b8	ea8fa	তিনি এককথায় অনুমতি দিলেন
7a30b34a7a	2f547	দেশটির প্রতিরক্ষা বাহিনীর
7a30ce0d2c	9c8dd	বিভিন্ন কলেজের শিক্ষার্থীরা
7a30e9ac90	f280a	কলম্বো শহরে অবস্থিত
7a31f5ee30	a4750	কোন কোন ক্ষেত্রে
7a3249e946	d7a68	তার স্কুলের
7a329e43da	13b70	হাজার লোকের ভিড়ে
7a32e807df	6fb36	সে লক্ষ্যেও
7a3300b254	943de	ট্রেতে চা সাজিয়ে নিয়ে আসে
7a335d9458	eb179	মামুন ভাই
7a34ad33d7	4a918	মোশতাক আহমেদ কিছুই জানতেন না
7a34b43e2a	616ec	বা সাবেক অ্যাকটিভিশন ইনকর্পোরেটেড
7a34c2c817	767ff	মাথাব্যথা নেই
7a34cb6619	b618b	একমত হয়েছে দেশগুলো
7a34dc6370	e2ff7	আমার একটি ধারাবাহিক
7a34ec4a07	eb179	তোমাকে কান দেওয়া হয়েছে দুটো
7a354aabbb	e43d4	সকালবেলা দেখা গেল
7a35513c57	52f27	যেন কোনো ঘুমন্ত আগ্নেয়গিরির মুখে
7a35d5e4ab	2840e	সাপ তাই শোনে
7a35fbfe83	3faff	শুরু করা যাক
7a362b14c0	35ef3	এই নদীর নাম
7a362ba39b	ee7b2	তিনিও থাকেন পূর্ব লন্ডনে
7a3662458e	5d12f	জন্মগ্রহণ করেন কলকাতায়
7a36ac499a	7b132	শক্ত হাতে ধরা
7a36c093ce	43fc0	রবীন্দ্রভক্ত পাঠক
7a37244c65	a7c6f	জাতীয় বিশ্ববিদ্যালয়ের ওয়েবসাইট থেকে
7a372bec4a	61820	আগে তাদের সঙ্গে বসব
7a373f37fc	fbb81	আমন্ত্রণ গ্রহণ করতে প্রস্তুত
7a3782f195	b8bf0	বিক্ষুব্ধ সমর্থকরা
7a38198949	e8dde	বর্হিবিভাগেও রোগী
7a38221f4b	c3cca	আমলে নেন ট্রাইব্যুনাল
7a389fd674	ce775	গত কয়েক মাস
7a38fb396c	d7a68	নাও হইতে পারেন
7a3905829e	54e68	পুলিশে সোপর্দ করেছে এলাকাবাসী
7a3960c70a	d2294	দুর্নীতি শিরোনামে
7a3962894e	ef915	বিশেষ কারণবশত
7a39791519	b618b	ম্যানেজ করে নিয়েছি
7a39868fc8	91dff	দিতে পারেননি
7a39929f18	68549	গৌরকিশোর ঘোষের
7a399859d0	bf530	সঙ্গে নেওয়া নিয়ে
7a39a6dd7f	46d49	বেড়ার ফাঁক দিয়ে
7a39edd170	06527	একটি বাসে এ ঘটনা ঘটে
7a3a2d6203	17dcd	বেড়েছে বহুগুণে
7a3a2f1004	3bea8	দুইটি উপদল এ বিভক্ত হয়
7a3a3356a4	75f18	দশম জাতীয় সংসদ নির্বাচনের
7a3a605c7e	6e6fa	ব্যক্তিগত অভিজ্ঞতার আলোকে
7a3a8442db	4bede	পারছেন না
7a3a9007ca	5a61c	এদিকে রাজামশাই
7a3b611f91	ef4f8	আয়না হাতে নিয়ে
7a3b779526	39293	শোক প্রকাশ করেছে
7a3b983e90	92bb2	কাজের ফাঁকে
7a3bc2c03c	ef4f8	ও ভিওআইপি সফটওয়্যার
7a3c201b79	9d7bf	আর বেশি কিছু নয়
7a3c3b23a8	b8bba	অসাড় শূন্যে
7a3c5a218f	1a4a9	শহরটির পূর্ণ নিয়ন্তণ
7a3d132f04	d0c70	এই জিনিসগুলো সব সময়ই
7a3d5a1530	f4ba7	তবে সিরিয় সরকারের বিরুদ্ধে
7a3d78f544	698ff	শেখ মুজিবের পিএ
7a3dbdb487	baa02	পর দিন ছেড়ে দেয়া হয়
7a3e35bb2f	49d63	ধাক্কা দেয়ার পর বাসটি
7a3e4b9744	29bab	সেপ্টেম্বরে মসুর ডাল আমদানি হয়েছে
7a3edc3d42	c0965	ঘামে গন্ধে, কামে
7a3f71dc00	194f5	গবেষকদের একজন হচ্ছেন
7a3f86655a	16877	যোগাযোগ রাখতে পারিনি
7a3f974912	2ad74	রোগি মৃত্যুর অভিযোগ উঠে
7a404a5729	f2097	স্নোবল উপরকরণ : দুধ ১লিটার
7a404eb89b	65e30	এ নিয়ে দুবার
7a40c81511	a1201	গাড়ীতে আগুন দিয়েছে
7a40dc8f7e	3bea8	ঐ হরতাল প্রত্যাহার
7a410ac69f	809cd	সুযোগই বা কতটা রয়েছে
7a4119ee00	5d80e	হিসেবে অবহিত করা হয়
7a41cb704f	49543	কেবলই ক্ষমতার লড়াই
7a4211505e	91223	এতে করে একদিকে
7a4236ffea	f658d	হাবিবুল্লাহ বাহার
7a4256b86c	fdcba	জামায়াতে ইসলামী
7a425d0750	4ea73	এজেন্ট
7a42a0647c	e3d8b	মুখটা টকটকে হয়ে উঠল
7a42ab3640	d3e06	শুল্ক কর্মকর্তাদের সন্দেহ
7a42c5448b	5639c	স্বাভাবিক কিনা
7a42d137d8	194f5	পূর্ণাঙ্গ দুটি সরকারি বিশ্ববিদ্যালয়
7a43d95ea5	baa02	একশ জনের একটি প্রতিনিধি দল
7a43f8f694	cfc65	সরিয়ে নিতে রাজি নন
7a44ba8cc9	f2780	খুন হন ব্লগার রাজীব
7a4542cb85	cb842	নির্দেশনা আসছে
7a456df696	536d9	সংঘর্ষ এখনই বন্ধ না হলে
7a4579767a	ce775	কমিউনিষ্ট পার্টির পত্রিকা
7a45a8da2f	aa820	এর আগে কয়েক দফায়
7a46140d55	d5213	লিখতে পারিস
7a46260fca	b78ec	যেমন, স্লাভ অঞ্চলের
7a46281fdb	17ca1	অধ্যাপনা কাজে
7a46950e90	54cdd	সোনালির ভদ্রতা শেখা উচিত
7a47b500a2	11915	সেমিফাইনালে উঠেছেন
7a488d2138	61820	জিডিপির অংশ হিসেবে
7a49007e41	f1ff2	বৃহত্তম হিলি স্থলবন্দর দিয়ে
7a4966ad0e	0696e	টঙ্গী ফায়ারসার্ভিসের কর্মীরা গিয়ে
7a49841075	d5f7b	তার সমসাময়িক
7a4a12669a	38d3a	প্রায় এক বছর ধরে
7a4a384f75	fbb81	একটা ভূমিকা রয়েছে
7a4a5614fd	91ac1	তাকিয়ে থেকেও
7a4a663984	aa820	সূর্য থেকে তখন
7a4a811eeb	903fa	অবশেষে ধৈর্যের বাঁধ ভেঙে যায়
7a4b04c748	2d98b	পাশাপাশি দেয়া হয় খালেদা জিয়ার বিরুদ্ধে শ্লোগান।
7a4b7aca38	5dec6	জেরা শেষে পরবর্তী সাক্ষীর
7a4bb80ec6	3bb15	সব জাতি তাদের ইতিহাস
7a4bcf58e4	f2780	জগতের
7a4bf17bde	c463d	বিদ্যুৎ, গ্যাস সংকট এবং যানজটের মত
7a4c0d7b2e	a06a1	ভদ্রভাবে চলা দুরূহ
7a4c0f5f5c	0633a	রবি ইন্টারনেট প্যাকেজ
7a4cab804c	d136b	৭০ শতাংশ
7a4cd3b052	d3e06	বুধবার এইচ এসসি পরীক্ষা দিয়ে
7a4d82deb4	64092	তাঁহারা ইন্দ্রাদির
7a4e74cca8	e50f1	আদম শুমারি
7a4ea68db9	eb179	হরতাল হয় না
7a4f1647b1	31f2a	কেউ অফিসে যায়
7a500f98ab	80e98	দুপুর ২টার পরে
7a5074e0ee	6ab59	মুহূর্তের জন্য ভেবেছিল
7a519abdd2	3fce2	তা অভূতপূর্ব
7a51ad5ea4	c173f	২০০৯-১০ অর্থবছরে ঘাটতির পরিমাণ ছিল ৫১৫ কোটি ৫০ লাখ ডলার।
7a51baaf51	f2097	তবুও নিজাম হাজারীকে
7a51c67ee6	6b437	নেটোর এমন উদ্যোগকে
7a526b393a	d5f7b	ও দায়িত্বশীলদের কারণে
7a52bbdb4d	0e637	রাজেশ্বর হইলে
7a52de06b6	31f2a	যে সব দেশ
7a53538b1e	bbb22	একটি সামরিক অঞ্চল
7a53763e7c	b8fe1	আবাদি ভুমির পরিমাণ কমতে পারে
7a53886f85	e89bb	একুশে বইমেলা
7a53b6cddc	e03fc	নির্মাতা ভিশাল ভারদ্বাজের নতুন সিনেমা ‘হায়দার’এ টাবুর সঙ্গে আরও দেখা যাবে শাহীদ কাপুর, শ্রদ্ধা কাপুর এবং ইরফান খানকে।
7a5425dcf5	10a9f	মনে করা হচ্ছে
7a544cab65	a4750	তৈরি হয়ে গিয়েছিল
7a54594dab	29089	লতাপাতা বা ঘাস
7a545b0d44	f1240	তারাও স্লোগান দিতে থাকে
7a54d39de6	1a4a9	বোস্টনে দুটি শক্তিশালী বিস্ফোরণে
7a54de679d	194f5	সাংবাদিকদের সঙ্গে
7a551b93a1	9282d	সংসারে দায়িত্ব
7a55784d92	71522	শাহবাগের মঞ্চ থেকে
